"dist","regime","label","n","p","alpha","is_covered","c_plus_estimate","c_minus_estimate","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236234961148011,-0.0203422340994025,FALSE,0.851501436331588,1.07307974079478,0.445295551012327,0.568636955672612
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197669247504275,-0.0166588377517493,FALSE,0.57608394687819,0.897627231457972,0.285775084319296,0.419315159451361
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0175384121436054,-0.0147240656726132,FALSE,0.511558230787305,0.838223421726019,0.246390589736643,0.39097614806403
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.023889208766572,-0.0197589199356991,FALSE,0.720360416865695,1.09566284166791,0.364745818288654,0.510614623773812
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195525858666228,-0.0174317511249266,FALSE,0.622269502696622,0.801351428431108,0.313591248186373,0.390953467453636
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0174886713058203,-0.0157547678660287,FALSE,0.57073976906545,0.730169413011687,0.275976306575272,0.368481766953864
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0240340389591238,-0.0208469059187065,FALSE,0.80409258173468,1.08742609317665,0.393915527566818,0.527323652416426
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0199270725682328,-0.0175807977074291,FALSE,0.74292332908214,0.808445048454289,0.370728667443821,0.396869418698507
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0178691609430801,-0.0155610147409553,FALSE,0.655208426340799,0.756178982209579,0.325585317919851,0.369199680229624
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0249141559027557,-0.0206255713966972,FALSE,0.887113626769571,0.978103628658142,0.438803727758127,0.489114644013446
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0196816933039411,-0.0173135887074205,FALSE,0.673702454196857,0.937541576873109,0.31586032438123,0.431932567353091
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176221029692801,-0.0156752281205684,FALSE,0.57745445409599,0.897404974786437,0.271097366666803,0.413441328125125
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0237215752496946,-0.0197616487131628,FALSE,0.792166659507752,1.037948620679,0.371095016880176,0.478190859551777
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197011607552087,-0.0167256750571551,FALSE,0.634360852710125,0.75090598757213,0.302064303211933,0.352670450735509
