"dist","p","n","alpha","is_covered","c_plus_estimate","c_minus_estimate","xi_hat"
"bivt",0.005,1000,"0.1",TRUE,0.00706859973017533,-0.00279864660561006,0.276534070083662
"bivt",0.005,1000,"0.01",TRUE,0.00806606441107921,-0.00347944033026902,0.276534070083662
"bivt",0.005,1000,"0.05",TRUE,0.0073826269162471,-0.00440030739157123,0.347158452515437
"bivt",0.005,1000,"0.1",TRUE,0.00565542996746672,-0.00439487636184853,0.347158452515437
"bivt",0.005,1000,"0.01",TRUE,0.00967615987584516,-0.00444130002833309,0.347158452515437
"bivt",0.005,1000,"0.05",TRUE,0.00674031745795391,-0.00281021896347664,0.315331402509869
"bivt",0.005,1000,"0.1",TRUE,0.00603594341857481,-0.00263832130901,0.315331402509869
"bivt",0.005,1000,"0.01",TRUE,0.0082320873238203,-0.00308073935599351,0.315331402509869
"bivt",0.005,1000,"0.05",TRUE,0.00677866255848481,-0.00374344233918071,0.299586102696755
"bivt",0.005,1000,"0.1",TRUE,0.00534040654643141,-0.00361942872148597,0.299586102696755
"bivt",0.005,1000,"0.01",TRUE,0.00933900925328944,-0.00386573779952165,0.299586102696755
"bivt",0.005,1000,"0.05",TRUE,0.00603824650581599,-0.00339178095016307,0.242132009166067
"bivt",0.005,1000,"0.1",TRUE,0.00564964571510729,-0.00337430755002749,0.242132009166067
"bivt",0.005,1000,"0.01",TRUE,0.00784951225237847,-0.00357219675351994,0.242132009166067
"bivt",0.005,1000,"0.05",TRUE,0.013016422206244,-0.00460548984310967,0.246553315009712
"bivt",0.005,1000,"0.1",TRUE,0.0088445877010696,-0.00458360596011158,0.246553315009712
"bivt",0.005,1000,"0.01",TRUE,0.018407903481716,-0.00466252316261968,0.246553315009712
"bivt",0.005,1000,"0.05",TRUE,0.00622630497853017,-0.00311400883968121,0.295376929263211
"bivt",0.005,1000,"0.1",TRUE,0.005892861900642,-0.00295122475957977,0.295376929263211
"bivt",0.005,1000,"0.01",TRUE,0.0078516259760254,-0.00332704040622686,0.295376929263211
"bivt",0.005,1000,"0.05",TRUE,0.00750497901057351,-0.00386411107661823,0.26431986061557
"bivt",0.005,1000,"0.1",TRUE,0.00656507697143281,-0.00381634608898051,0.26431986061557
"bivt",0.005,1000,"0.01",TRUE,0.0107413471132416,-0.00392041579841229,0.26431986061557
"bivt",0.005,1000,"0.05",TRUE,0.0137507387019107,-0.00457367078172779,0.249000199361973
"bivt",0.005,1000,"0.1",TRUE,0.00947878910405577,-0.00452104496025115,0.249000199361973
"bivt",0.005,1000,"0.01",TRUE,0.0190592733265849,-0.00467081425072057,0.249000199361973
"bivt",0.005,1000,"0.05",TRUE,0.00627313759954645,-0.00366149723915328,0.24323339522676
"bivt",0.005,1000,"0.1",TRUE,0.00620835159358892,-0.00353881695228641,0.24323339522676
"bivt",0.005,1000,"0.01",TRUE,0.00838525057524471,-0.00393120385325904,0.24323339522676
"bivt",0.005,1000,"0.05",TRUE,0.0044189501436013,-0.00330498936725764,0.302401772877303
"bivt",0.005,1000,"0.1",TRUE,0.00344896494115409,-0.00323858060488989,0.302401772877303
"bivt",0.005,1000,"0.01",TRUE,0.00615333746210444,-0.00345689819023332,0.302401772877303
"bivt",0.005,1000,"0.05",TRUE,0.00642272167339107,-0.00376063459518967,0.294725342180056
"bivt",0.005,1000,"0.1",TRUE,0.00528448114737298,-0.00367979024488136,0.294725342180056
"bivt",0.005,1000,"0.01",TRUE,0.00726538192127312,-0.00380948448572707,0.294725342180056
"bivt",0.005,1000,"0.05",FALSE,0.00425799038191145,-0.00348073033109554,0.382047071138668
"bivt",0.005,1000,"0.1",FALSE,0.00403229876326876,-0.00338112846970792,0.382047071138668
"bivt",0.005,1000,"0.01",TRUE,0.00683631276642318,-0.00358051938798135,0.382047071138668
"bivt",0.005,1000,"0.05",TRUE,0.00533556916742054,-0.00394642555212875,0.294927216977117
"bivt",0.005,1000,"0.1",TRUE,0.00474034335828811,-0.00376906187903189,0.294927216977117
"bivt",0.005,1000,"0.01",TRUE,0.00757141171289526,-0.00415336468268239,0.294927216977117
"bivt",0.005,1000,"0.05",TRUE,0.00624769027002926,-0.00438934878986957,0.264844934602856
"bivt",0.005,1000,"0.1",TRUE,0.00502517108181391,-0.00431472901234547,0.264844934602856
"bivt",0.005,1000,"0.01",TRUE,0.0106322418900957,-0.00448237678760428,0.264844934602856
"bivt",0.005,1000,"0.05",TRUE,0.00868691552282534,-0.00285158082093906,0.346366056777371
"bivt",0.005,1000,"0.1",TRUE,0.00854835580186995,-0.00282033419664477,0.346366056777371
"bivt",0.005,1000,"0.01",TRUE,0.0105954148871014,-0.00314789369946854,0.346366056777371
"bivt",0.005,1000,"0.05",TRUE,0.0083852435265913,-0.00249581577687952,0.33597205615304
"bivt",0.005,1000,"0.1",TRUE,0.00743122106864888,-0.00244062074729101,0.33597205615304
"bivt",0.005,1000,"0.01",TRUE,0.00956906779316504,-0.00271934885126501,0.33597205615304
"bivt",0.005,1000,"0.05",TRUE,0.00458797491583763,-0.00341927337903585,0.289213826170787
"bivt",0.005,1000,"0.1",TRUE,0.00429752599107127,-0.00322686134679333,0.289213826170787
"bivt",0.005,1000,"0.01",TRUE,0.00719400915594323,-0.00365690381708334,0.289213826170787
"bivt",0.005,1000,"0.05",TRUE,0.00739303371111161,-0.00370958593318324,0.273004823022654
"bivt",0.005,1000,"0.1",TRUE,0.00685433849803639,-0.00362872527648561,0.273004823022654
"bivt",0.005,1000,"0.01",TRUE,0.00942509680895832,-0.00385450708199783,0.273004823022654
"bivt",0.005,1000,"0.05",TRUE,0.00667382899568157,-0.00432029228707136,0.258980404417914
"bivt",0.005,1000,"0.1",TRUE,0.00590378120709081,-0.00429180916781908,0.258980404417914
"bivt",0.005,1000,"0.01",TRUE,0.00831908740067721,-0.00443006720143117,0.258980404417914
"bivt",0.005,1000,"0.05",TRUE,0.00559043366541298,-0.00414175970757123,0.246983132851758
"bivt",0.005,1000,"0.1",TRUE,0.00515789510533597,-0.00406418400456997,0.246983132851758
"bivt",0.005,1000,"0.01",TRUE,0.00741294239546993,-0.00425783267921593,0.246983132851758
"bivt",0.005,1000,"0.05",TRUE,0.00957225488289385,-0.00282184769350018,0.318086737801753
"bivt",0.005,1000,"0.1",TRUE,0.00881457513152957,-0.00271252147810232,0.318086737801753
"bivt",0.005,1000,"0.01",TRUE,0.0119774513678995,-0.00296004888356459,0.318086737801753
"bivt",0.005,1000,"0.05",TRUE,0.00554610231536879,-0.00308723234798812,0.286374574687323
"bivt",0.005,1000,"0.1",TRUE,0.00501979511209057,-0.00299156787213413,0.286374574687323
"bivt",0.005,1000,"0.01",TRUE,0.00801689378817301,-0.00347630973896498,0.286374574687323
"bivt",0.005,1000,"0.05",TRUE,0.00726186437282524,-0.00312089282195574,0.340486144669925
"bivt",0.005,1000,"0.1",TRUE,0.00559366485927134,-0.00287832483728588,0.340486144669925
"bivt",0.005,1000,"0.01",TRUE,0.00782200327945188,-0.00335580672868805,0.340486144669925
"bivt",0.005,1000,"0.05",TRUE,0.00575272034189012,-0.00321668247501801,0.324154066159895
"bivt",0.005,1000,"0.1",TRUE,0.00527452683596904,-0.00307938676461567,0.324154066159895
"bivt",0.005,1000,"0.01",TRUE,0.00706498621024208,-0.00333952811661254,0.324154066159895
"bivt",0.005,1000,"0.05",TRUE,0.00488185489744121,-0.00360608476409953,0.30107004368397
"bivt",0.005,1000,"0.1",TRUE,0.00448237558535396,-0.00347940236285651,0.30107004368397
"bivt",0.005,1000,"0.01",TRUE,0.00725531616710493,-0.00375524684160478,0.30107004368397
"bivt",0.005,1000,"0.05",TRUE,0.00768009370859337,-0.00313570289808937,0.282869635004256
"bivt",0.005,1000,"0.1",TRUE,0.00720192999364316,-0.00305056105052273,0.282869635004256
"bivt",0.005,1000,"0.01",TRUE,0.00889178091983526,-0.00334591542131681,0.282869635004256
"bivt",0.005,1000,"0.05",TRUE,0.00893635303196134,-0.00344745964708983,0.250658377470141
"bivt",0.005,1000,"0.1",TRUE,0.00822140575783721,-0.0032529564915464,0.250658377470141
"bivt",0.005,1000,"0.01",TRUE,0.0105323365026434,-0.00369329746655259,0.250658377470141
"bivt",0.005,1000,"0.05",TRUE,0.00795604651818571,-0.00400177594633247,0.264383822572715
"bivt",0.005,1000,"0.1",TRUE,0.00715878680830484,-0.00391449886808253,0.264383822572715
"bivt",0.005,1000,"0.01",TRUE,0.00973443227417059,-0.00408392087721764,0.264383822572715
"bivt",0.005,1000,"0.05",TRUE,0.00758365999222129,-0.00337631720512501,0.284372704463192
"bivt",0.005,1000,"0.1",TRUE,0.006227599631983,-0.00324056146462763,0.284372704463192
"bivt",0.005,1000,"0.01",TRUE,0.0106145131281276,-0.00348477653423316,0.284372704463192
"bivt",0.005,1000,"0.05",TRUE,0.00708274886224896,-0.00423631554618745,0.221850304955725
"bivt",0.005,1000,"0.1",TRUE,0.0063857142577274,-0.00418678673346443,0.221850304955725
"bivt",0.005,1000,"0.01",TRUE,0.0121217049996247,-0.00437149774499595,0.221850304955725
"bivt",0.005,1000,"0.05",TRUE,0.00830124854024272,-0.0026215990811211,0.316266611038457
"bivt",0.005,1000,"0.1",TRUE,0.00812911357553528,-0.00239870384676324,0.316266611038457
"bivt",0.005,1000,"0.01",TRUE,0.00871822507636537,-0.0030356153555605,0.316266611038457
"bivt",0.005,1000,"0.05",TRUE,0.00771517592127159,-0.00277634316763989,0.325802206552774
"bivt",0.005,1000,"0.1",TRUE,0.0077038253528785,-0.00272767767613135,0.325802206552774
"bivt",0.005,1000,"0.01",TRUE,0.00947254507519961,-0.0030671610393775,0.325802206552774
"bivt",0.005,1000,"0.05",TRUE,0.00814288198797848,-0.00424662009531777,0.297476278027262
"bivt",0.005,1000,"0.1",TRUE,0.00631955523111405,-0.00420345908732665,0.297476278027262
"bivt",0.005,1000,"0.01",TRUE,0.00990591459746162,-0.00431325420995134,0.297476278027262
"bivt",0.005,1000,"0.05",TRUE,0.00560599667971127,-0.00408068675312302,0.236780824581485
"bivt",0.005,1000,"0.1",TRUE,0.00524258650860901,-0.00395705146886333,0.236780824581485
"bivt",0.005,1000,"0.01",TRUE,0.00791036287374293,-0.00428574205271897,0.236780824581485
"bivt",0.005,1000,"0.05",TRUE,0.00425163198211306,-0.00306124269268881,0.28624496526724
"bivt",0.005,1000,"0.1",TRUE,0.00376325646757252,-0.00301874272804009,0.28624496526724
"bivt",0.005,1000,"0.01",TRUE,0.00735150478194125,-0.00326406440974036,0.28624496526724
"bivt",0.005,1000,"0.05",TRUE,0.00804418015375917,-0.00270111249522883,0.307816133414036
"bivt",0.005,1000,"0.1",TRUE,0.00595698012251689,-0.00260273754268943,0.307816133414036
"bivt",0.005,1000,"0.01",TRUE,0.00934638991331215,-0.00296986133143898,0.307816133414036
"bivt",0.005,1000,"0.05",TRUE,0.00514457771679981,-0.00450201714997287,0.235649914273165
"bivt",0.005,1000,"0.1",TRUE,0.00474880309484733,-0.00438022331021589,0.235649914273165
"bivt",0.005,1000,"0.01",TRUE,0.00779794192699038,-0.00459289771111673,0.235649914273165
"bivt",0.005,1000,"0.05",TRUE,0.00945616588251448,-0.00433240013063293,0.275636851951279
"bivt",0.005,1000,"0.1",TRUE,0.00846852726368783,-0.00429326614912062,0.275636851951279
"bivt",0.005,1000,"0.01",TRUE,0.0117418737168574,-0.00447763281074192,0.275636851951279
"bivt",0.005,1000,"0.05",TRUE,0.00687495055437799,-0.00422480480119691,0.240568444740022
"bivt",0.005,1000,"0.1",TRUE,0.00613009309408733,-0.00413742177898411,0.240568444740022
"bivt",0.005,1000,"0.01",TRUE,0.00930804475377173,-0.00429119128813787,0.240568444740022
"bivt",0.005,1000,"0.05",TRUE,0.00666730194060372,-0.00320890175624983,0.293188575413592
"bivt",0.005,1000,"0.1",TRUE,0.0060303350993441,-0.00313029570713732,0.293188575413592
"bivt",0.005,1000,"0.01",TRUE,0.00837477431186899,-0.00351308714582467,0.293188575413592
"bivt",0.005,1000,"0.05",TRUE,0.008926843163105,-0.00279120702857823,0.400673269631734
"bivt",0.005,1000,"0.1",TRUE,0.00848461241475593,-0.00261188751449649,0.400673269631734
"bivt",0.005,1000,"0.01",TRUE,0.0116095720875201,-0.00298365235899697,0.400673269631734
"bivt",0.005,1000,"0.05",TRUE,0.0121255743285202,-0.00185191396435268,0.370887283696007
"bivt",0.005,1000,"0.1",TRUE,0.0116379383337565,-0.00172942785602704,0.370887283696007
"bivt",0.005,1000,"0.01",TRUE,0.0131327701166441,-0.00225807312828133,0.370887283696007
"bivt",0.005,1000,"0.05",TRUE,0.0049269755676421,-0.00368633390790195,0.289734155639462
"bivt",0.005,1000,"0.1",TRUE,0.00423529952371905,-0.0036104710177334,0.289734155639462
"bivt",0.005,1000,"0.01",TRUE,0.00685174280135772,-0.00381642880048947,0.289734155639462
