"dist","p","n","sim_id","theta","expected_r_bootstrapworld","true_r_bootstrapworld","true_bias","boot_bias"
"bivt",0.005,1000,4,0.0641141357875468,3.72435435105518,3.73607976367501,-0.582388259019866,-0.0117254126198327
"bivt",0.005,1000,4,0.0961712036813202,3.73395645664395,3.74571209964452,-0.587331333898525,-0.0117556430005732
"bivt",0.005,1000,4,0.128228271575094,3.68218386340918,3.63615190182199,-0.592274891598946,0.046031961587186
"bivt",0.005,1000,4,0.160285339468867,3.66760952651632,3.63640547181519,-0.598156613196884,0.0312040547011327
"bivt",0.005,1000,4,0.19234240736264,3.63764207259798,3.63870114834226,-0.603756175650843,-0.0010590757442781
"bivt",0.005,1000,4,0.224399475256414,3.66221855486389,3.66345079167571,-0.610402108161023,-0.00123223681182472
"bivt",0.005,1000,4,0.256456543150187,3.69106903590639,3.69235955672096,-0.618155131857492,-0.00129052081456615
"bivt",0.005,1000,4,0.288513611043961,3.72234529086926,3.72558693857931,-0.627358068032659,-0.00324164771004476
"bivt",0.005,1000,4,0.320570678937734,3.73894664960386,3.76331995560752,-0.635131855093542,-0.0243733060036599
"bivt",0.005,1000,4,0.352627746831507,3.75296224995595,3.79437233344777,-0.64354109839526,-0.0414100834918285
"bivt",0.005,1000,4,0.384684814725281,3.77624425294368,3.81282854212044,-0.653495832530178,-0.0365842891767545
"bivt",0.005,1000,4,0.416741882619054,3.81614104976477,3.86496706150296,-0.664861518336403,-0.0488260117381842
"bivt",0.005,1000,4,0.448798950512828,3.85948491306446,3.92263794508981,-0.675306208300416,-0.0631530320253475
"bivt",0.005,1000,4,0.480856018406601,3.88215427902666,3.92376334231343,-0.687221313491534,-0.0416090632867721
