"dist","p","n","sim_id","theta","r_true","r_naive","r_lower","r_upper","xi_hat"
"bivt",0.005,1000,3,1.28228271575094,4.63494384920899,4.20704498957788,4.20704498957788,5.64200318505636,0.25842190200291
"bivt",0.005,1000,3,1.31433978364471,4.61093024367138,4.40707627619982,4.40707627619982,5.44866292232661,0.25842190200291
"bivt",0.005,1000,3,1.34639685153848,4.59001290276698,4.37257174579101,4.37257174579101,5.40621700501134,0.25842190200291
"bivt",0.005,1000,3,1.37845391943226,4.57230999009858,4.34303140328002,4.34303140328002,5.37262102583693,0.25842190200291
"bivt",0.005,1000,3,1.41051098732603,4.5579706791512,4.31829508466481,4.31829508466481,5.52652898882099,0.25842190200291
"bivt",0.005,1000,3,1.4425680552198,4.54712212626595,4.29823065726995,4.29823065726995,5.50085065108173,0.25842190200291
"bivt",0.005,1000,3,1.47462512311358,4.53987633787884,4.2827322650549,4.2827322650549,5.48101589866736,0.25842190200291
"bivt",0.005,1000,3,1.50668219100735,4.53633601327793,4.27171894770775,4.27171894770775,5.46692111904049,0.25842190200291
"bivt",0.005,1000,3,1.53873925890112,4.53659951229315,4.2651335995346,4.2651335995346,5.45849322866551,0.25842190200291
"bivt",0.005,1000,3,1.5707963267949,4.54076510043897,4.26294224298926,4.26294224298926,5.45568874327597,0.25842190200291
"bivt",0.005,1000,4,0,4.54076510043897,3.57044516855691,3.57044516855691,4.31537729183662,0.261585566454184
"bivt",0.005,1000,4,0.0320570678937734,4.53659951229314,3.50864411331137,3.50864411331137,4.19230749286103,0.261585566454184
"bivt",0.005,1000,4,0.0641141357875468,4.53633601327794,3.51406144492891,3.51406144492891,4.1987803978346,0.261585566454184
"bivt",0.005,1000,4,0.0961712036813202,4.53987633787882,3.52312137474737,3.52312137474737,4.20960566549814,0.261585566454184
"bivt",0.005,1000,4,0.128228271575094,4.54712212626594,3.53587087985479,3.53587087985479,4.22483942647986,0.261585566454184
