"dist","p","n","sim_id","theta","true_bias","somrv_bias_est","in_sample_bias_est","xi_hat"
"bivt",1e-04,50000,181,0.19234240736264,-0.0576793526624844,-0.681209503136511,-0.27304350080199,0.278147108065404
"bivt",1e-04,50000,181,0.224399475256414,-0.0613747469162575,-0.708679287034275,-0.284053984254123,0.278147108065404
"bivt",1e-04,50000,181,0.256456543150187,-0.0665857247661865,-0.760704586805341,-0.304906849509759,0.278147108065404
"bivt",1e-04,50000,181,0.288513611043961,-0.0739063775340547,-0.789644813419408,-0.316506718202613,0.278147108065404
"bivt",1e-04,50000,181,0.320570678937734,-0.0804896628685938,-0.816708789152544,-0.32735454496629,0.278147108065404
"bivt",1e-04,50000,181,0.352627746831507,-0.0871835418869402,-0.805597807307517,-0.322901023154946,0.278147108065404
"bivt",1e-04,50000,181,0.384684814725281,-0.0970439535044481,-0.810042897949452,-0.32468271161447,0.278147108065404
"bivt",1e-04,50000,181,0.416741882619054,-0.105940726315138,-0.242430803435405,-0.0971715088639584,0.278147108065404
"bivt",1e-04,50000,181,0.448798950512828,-0.117463466477515,-0.34409273861605,-0.137919811041513,0.278147108065404
"bivt",1e-04,50000,181,0.480856018406601,-0.128299869630728,-0.347987745537663,-0.139481014049734,0.278147108065404
"bivt",1e-04,50000,181,0.512913086300374,-0.140110207498049,-0.473945378150928,-0.189967557180893,0.278147108065404
"bivt",1e-04,50000,181,0.544970154194148,-0.152064674325059,-0.476141310141556,-0.19084773421231,0.278147108065404
"bivt",1e-04,50000,181,0.577027222087921,-0.16524733431728,-0.263919868544714,-0.105784790885703,0.278147108065404
"bivt",1e-04,50000,181,0.609084289981695,-0.174312300241885,-0.157866121758195,-0.0632761556384995,0.278147108065404
"bivt",1e-04,50000,181,0.641141357875468,-0.182380728776582,-0.135059285182485,-0.054134682314686,0.278147108065404
"bivt",1e-04,50000,181,0.673198425769241,-0.187597697413997,-0.545654961681913,-0.218710309062951,0.278147108065404
"bivt",1e-04,50000,181,0.705255493663015,-0.194812562602561,-0.655386133984435,-0.262692935985557,0.278147108065404
"bivt",1e-04,50000,181,0.737312561556788,-0.201602670039675,-0.529504905118144,-0.212237017128505,0.278147108065404
"bivt",1e-04,50000,181,0.769369629450562,-0.199683912847002,-1.16940536718556,-0.468722960914121,0.278147108065404
"bivt",1e-04,50000,181,0.801426697344335,-0.200429560671273,-1.10838378714888,-0.444264191973041,0.278147108065404
"bivt",1e-04,50000,181,0.833483765238108,-0.199252869075805,-0.717071137469937,-0.287417619392226,0.278147108065404
"bivt",1e-04,50000,181,0.865540833131882,-0.195041408819444,-0.37865061204716,-0.15177135406676,0.278147108065404
"bivt",1e-04,50000,181,0.897597901025655,-0.190777864010759,-0.335917460569658,-0.134642982800658,0.278147108065404
"bivt",1e-04,50000,181,0.929654968919429,-0.185427935100618,-0.798432191308037,-0.320028889297605,0.278147108065404
"bivt",1e-04,50000,181,0.961712036813202,-0.175296855183335,-1.01145552617499,-0.405413248788742,0.278147108065404
"bivt",1e-04,50000,181,0.993769104706975,-0.162994357023637,-0.896688944135346,-0.359412320746928,0.278147108065404
"bivt",1e-04,50000,181,1.02582617260075,-0.151307411095148,-0.892034355621123,-0.357546661009557,0.278147108065404
"bivt",1e-04,50000,181,1.05788324049452,-0.139213055104936,-1.71313990705636,-0.686663523383832,0.278147108065404
"bivt",1e-04,50000,181,1.0899403083883,-0.127729454367026,-1.25346530448408,-0.50241600167692,0.278147108065404
"bivt",1e-04,50000,181,1.12199737628207,-0.114506661071868,-1.13308074078369,-0.454163265090113,0.278147108065404
"bivt",1e-04,50000,181,1.15405444417584,-0.104995919477657,-1.02972075175793,-0.412734346209056,0.278147108065404
"bivt",1e-04,50000,181,1.18611151206962,-0.0939254888542997,-0.853056665238625,-0.341923559766531,0.278147108065404
"bivt",1e-04,50000,181,1.21816857996339,-0.0853436980153237,-0.729334822577631,-0.292333169599791,0.278147108065404
"bivt",1e-04,50000,181,1.25022564785716,-0.0772584336611644,-0.980671146502702,-0.393074203668208,0.278147108065404
"bivt",1e-04,50000,181,1.28228271575094,-0.0705402160102544,-0.839467481494909,-0.336476721040205,0.278147108065404
"bivt",1e-04,50000,181,1.31433978364471,-0.0628905965951461,-0.805989387891646,-0.323057977121449,0.278147108065404
"bivt",1e-04,50000,181,1.34639685153848,-0.0574886254751945,-0.92940902114106,-0.372527235220399,0.278147108065404
"bivt",1e-04,50000,181,1.37845391943226,-0.0520000437410175,-0.965497706531449,-0.386992360784507,0.278147108065404
"bivt",1e-04,50000,181,1.41051098732603,-0.0455733199562385,-0.88823867284004,-0.356025269264861,0.278147108065404
"bivt",1e-04,50000,181,1.4425680552198,-0.0417743934018731,-0.845886207082309,-0.339049485068013,0.278147108065404
"bivt",1e-04,50000,181,1.47462512311358,-0.0372148028466039,-0.772922289653255,-0.309803969033185,0.278147108065404
"bivt",1e-04,50000,181,1.50668219100735,-0.0332141957080001,-0.770934671017813,-0.309007288499544,0.278147108065404
"bivt",1e-04,50000,181,1.53873925890112,-0.0304243058729412,-0.74877378290216,-0.300124725287905,0.278147108065404
"bivt",1e-04,50000,181,1.5707963267949,-0.0279004914320762,-0.743071555807733,-0.29783914935119,0.278147108065404
"bivt",1e-04,50000,182,0,-0.031221823310581,-1.80142253121292,-0.795474924549922,0.229655038455773
"bivt",1e-04,50000,182,0.0320570678937734,-0.0355948321230439,-1.85820832473788,-0.820550482358873,0.229655038455773
"bivt",1e-04,50000,182,0.0641141357875468,-0.0390621528694766,-1.87699003682071,-0.828844139589835,0.229655038455773
"bivt",1e-04,50000,182,0.0961712036813202,-0.0431958248984241,-1.92711552293195,-0.850978628634732,0.229655038455773
"bivt",1e-04,50000,182,0.128228271575094,-0.047543500922929,-1.93410150666246,-0.854063510046311,0.229655038455773
"bivt",1e-04,50000,182,0.160285339468867,-0.0520269164050582,-1.97052132329549,-0.87014582853978,0.229655038455773
"bivt",1e-04,50000,182,0.19234240736264,-0.0576793526624844,-2.00095287933907,-0.88358384173672,0.229655038455773
"bivt",1e-04,50000,182,0.224399475256414,-0.0613747469162575,-1.82739784694232,-0.806945144313463,0.229655038455773
"bivt",1e-04,50000,182,0.256456543150187,-0.0665857247661865,-1.88892969302937,-0.83411647129279,0.229655038455773
