"dist","p","n","sim_id","theta","true_bias","somrv_bias_est","in_sample_bias_est"
"bivt",0.005,1000,2,1.5707963267949,-0.581107838720077,-0.9284129228723,-0.567230731632447
"bivt",0.005,1000,3,0,-0.576681537737896,-0.648003815083846,-0.395909696079472
"bivt",0.005,1000,3,0.0320570678937734,-0.57866112232144,-0.648336920089885,-0.396113212630816
"bivt",0.005,1000,3,0.0641141357875468,-0.582388259019866,-0.649337949542458,-0.396724809749705
"bivt",0.005,1000,3,0.0961712036813202,-0.587331333898525,-0.581699993208055,-0.35540017228237
"bivt",0.005,1000,3,0.128228271575094,-0.592274891598946,-0.589133075605928,-0.359941548929504
"bivt",0.005,1000,3,0.160285339468867,-0.598156613196884,-0.633058479752385,-0.386778572108977
"bivt",0.005,1000,3,0.19234240736264,-0.603756175650843,-0.636837197271024,-0.389087248183949
"bivt",0.005,1000,3,0.224399475256414,-0.610402108161023,-0.642139215290897,-0.392326612357421
"bivt",0.005,1000,3,0.256456543150187,-0.618155131857492,-0.660353760791312,-0.403455119636906
"bivt",0.005,1000,3,0.288513611043961,-0.627358068032659,-0.70319372234783,-0.429628971958598
"bivt",0.005,1000,3,0.320570678937734,-0.635131855093542,-0.713075707692698,-0.435666550323846
"bivt",0.005,1000,3,0.352627746831507,-0.64354109839526,-0.755275898942765,-0.461449523361046
"bivt",0.005,1000,3,0.384684814725281,-0.653495832530178,-0.800127591217533,-0.488852479090336
"bivt",0.005,1000,3,0.416741882619054,-0.664861518336403,-0.691503503054558,-0.422486620232007
"bivt",0.005,1000,3,0.448798950512828,-0.675306208300416,-0.612597829915974,-0.374277766604809
"bivt",0.005,1000,3,0.480856018406601,-0.687221313491534,-0.679659363899734,-0.415250228371409
"bivt",0.005,1000,3,0.512913086300374,-0.702583212673717,-0.786458831063405,-0.480501301902121
"bivt",0.005,1000,3,0.544970154194148,-0.716256049675327,-0.879636212846106,-0.537429715044715
"bivt",0.005,1000,3,0.577027222087921,-0.726997014802003,-0.972267097920939,-0.594024236101361
"bivt",0.005,1000,3,0.609084289981695,-0.736265120635194,-1.01173146550086,-0.618135707995264
"bivt",0.005,1000,3,0.641141357875468,-0.746582717309204,-0.853965504632658,-0.521745729780499
"bivt",0.005,1000,3,0.673198425769241,-0.755167448582029,-0.566539114040779,-0.346137357891938
"bivt",0.005,1000,3,0.705255493663015,-0.763751367351449,-0.308567375067695,-0.188524840192931
"bivt",0.005,1000,3,0.737312561556788,-0.76894687791438,-0.122335419784452,-0.0747430458574541
"bivt",0.005,1000,3,0.769369629450562,-0.773519839188819,0.0276764575103202,0.0169094342138241
"bivt",0.005,1000,3,0.801426697344335,-0.776332963329605,-0.050473243046889,-0.0308375442392319
"bivt",0.005,1000,3,0.833483765238108,-0.773992965437791,-0.102545643790552,-0.062652122907854
"bivt",0.005,1000,3,0.865540833131882,-0.770100355860326,-0.136466510031015,-0.0833766920097756
"bivt",0.005,1000,3,0.897597901025655,-0.763548165112121,-0.389904418862471,-0.238219183866858
