"dist","regime","label","n","p","alpha","is_covered","c_plus_estimate","c_minus_estimate"
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00101213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00088786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00110786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00088786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00080786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00103213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00091213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00072786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00091213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00080786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.000967864045000421,-0.00091213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00101213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00103213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00101213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00101213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00077213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00076786404500042,-0.00075213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00108786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",FALSE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",FALSE,0.00106786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00088786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",FALSE,0.00084786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00072786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00077213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00080786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00072786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00077213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00074786404500042,-0.00069213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00108786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",FALSE,0.00082786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00074786404500042,-0.00075213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00069213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00077213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",FALSE,0.00080786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",FALSE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00088786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00090786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00082786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00110786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00075213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00091213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00104786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00083213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00075213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00086786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.000967864045000421,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00078786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00072786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.000967864045000421,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00100786404500042,-0.00089213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00097213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00081213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00073213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00074786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00091213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00077213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00072786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00102786404500042,-0.00093213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00082786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00076786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00098786404500042,-0.00099213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00088786404500042,-0.00079213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.1",TRUE,0.00078786404500042,-0.00071213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.01",TRUE,0.00106786404500042,-0.00095213595499958
"bivt","central","1_2",50000,0.00447213595499958,"0.05",TRUE,0.00084786404500042,-0.00083213595499958
