"dist","p","n","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","b_marg","B_marg1","B_marg2","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"t4copula_unifbeta52margs",0.005,1000,"0.05",TRUE,0.020521619372878,-0.00462249027524014,0.0064262101402518,-0.00443984535771985,0.197308281612975,0.606307778357255,0.197308281612975,0.12562229150883,-0.0790363069473212,-0.830732202484407,-0.717571704438357,0.0112,1,FALSE,0.0728923579781511,0.409212460136131,0.0525569381299753,0.313960590467605
"t4copula_unifbeta52margs",0.005,1000,"0.1",FALSE,0.0192859703950205,-0.00412129390608051,0.00587300132249196,-0.00369616260078607,0.197308281612975,0.606307778357255,0.197308281612975,0.12562229150883,-0.0790363069473212,-0.830732202484407,-0.717571704438357,0.0112,1,FALSE,0.0669773654153502,0.388688771674335,0.0482860141409055,0.298214175155875
"t4copula_unifbeta52margs",0.005,1000,"0.01",TRUE,0.0243970955431948,-0.00466912441017446,0.00816128832900644,-0.00450904179282837,0.197308281612975,0.606307778357255,0.197308281612975,0.12562229150883,-0.0790363069473212,-0.830732202484407,-0.717571704438357,0.0112,1,FALSE,0.083312983898849,0.43258955339036,0.0601027546063766,0.331896227127037
"t4copula_unifbeta52margs",0.005,1000,"0.05",TRUE,0.0397586247419722,-0.00473452924220583,0.00831203616903698,-0.00440704366960793,0.358031493607021,0.767030990351301,0.445584566363209,-0.181365606175397,-0.283694905403472,-1.18524184488795,-0.786316780815473,0.0119,0.9982,FALSE,0.101754292074164,0.448953374569303,0.0735233519586179,0.344957293670888
"t4copula_unifbeta52margs",0.005,1000,"0.1",TRUE,0.0362644211225416,-0.00465443552590342,0.00727279590569127,-0.00422814608969835,0.358031493607021,0.767030990351301,0.445584566363209,-0.181365606175397,-0.283694905403472,-1.18524184488795,-0.786316780815473,0.0119,0.9982,FALSE,0.101397679936604,0.447187514986427,0.073265679099503,0.343600479851867
"t4copula_unifbeta52margs",0.005,1000,"0.01",TRUE,0.0593537004708206,-0.00476783283338913,0.0141399711947715,-0.00448143067697935,0.358031493607021,0.767030990351301,0.445584566363209,-0.181365606175397,-0.283694905403472,-1.18524184488795,-0.786316780815473,0.0119,0.9982,FALSE,0.101905972243358,0.44966598700357,0.0736329496365035,0.345504835733573
"t4copula_unifbeta52margs",0.005,1000,"0.05",TRUE,0.0324556205596098,-0.00482710449829841,0.00613998873954859,-0.00446741108533275,0.518754705601067,0.606307778357255,0.606307778357255,-0.0790363069473212,-0.386024204631547,-1.08791557414868,-0.783157164859754,0.0117,0.9996,FALSE,0.100109319683035,0.454640327358599,0.0722981969046315,0.348922930779013
"t4copula_unifbeta52margs",0.005,1000,"0.1",TRUE,0.0298159529934466,-0.00459969624485475,0.00535490317631754,-0.00376690058219094,0.518754705601067,0.606307778357255,0.606307778357255,-0.0790363069473212,-0.386024204631547,-1.08791557414868,-0.783157164859754,0.0117,0.9996,FALSE,0.0987197919607783,0.448935645350866,0.0712938981073525,0.344544756988612
"t4copula_unifbeta52margs",0.005,1000,"0.01",TRUE,0.0379327449448846,-0.00483805244293649,0.00776898601860752,-0.00450113523602058,0.518754705601067,0.606307778357255,0.606307778357255,-0.0790363069473212,-0.386024204631547,-1.08791557414868,-0.783157164859754,0.0117,0.9996,FALSE,0.100181896497953,0.454906954001359,0.0723506555479348,0.349127558798168
"t4copula_unifbeta52margs",0.005,1000,"0.05",TRUE,0.0305142145717418,-0.00462630586063608,0.00956707571388159,-0.00416531557973684,0.358031493607021,0.445584566363209,0.445584566363209,0.227951590736905,-0.283694905403472,-0.4,-0.83044495326702,0.0139,0.9982,FALSE,0.112227501764797,0.454693540427732,0.0808698520587248,0.349748160867537
