"dist","p","n","method","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","eta_hat","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","n_truth_pts"
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0149581263639214,-0.00434228812228834,0.368434404746226,-0.181365606175397,-0.181365606175397,0.773167084016958,-1.03265149098899,-0.483567377079172,0.009,0.9982,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0125800456150928,-0.00431329383802713,0.368434404746226,-0.181365606175397,-0.181365606175397,0.773167084016958,-1.03265149098899,-0.483567377079172,0.009,0.9982,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0188240436100009,-0.00442372480565858,0.368434404746226,-0.181365606175397,-0.181365606175397,0.773167084016958,-1.03265149098899,-0.483567377079172,0.009,0.9982,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.010471296238387,-0.00447628744400717,0.42212038322025,-0.181365606175397,-0.283694905403472,1.0555864726644,-1.11023348414177,-0.653085675449651,0.0086,0.9984,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00909120967891092,-0.00443624439658438,0.42212038322025,-0.181365606175397,-0.283694905403472,1.0555864726644,-1.11023348414177,-0.653085675449651,0.0086,0.9984,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.012989921569071,-0.00447628744400717,0.42212038322025,-0.181365606175397,-0.283694905403472,1.0555864726644,-1.11023348414177,-0.653085675449651,0.0086,0.9984,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00854519811306026,-0.00440581551623793,0.38994439178162,-0.181365606175397,-0.181365606175397,0.730517890173155,-1.03503787346064,-0.821312602706023,0.01,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00750668761292962,-0.00436083188810133,0.38994439178162,-0.181365606175397,-0.181365606175397,0.730517890173155,-1.03503787346064,-0.821312602706023,0.01,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0115212183123107,-0.00450482504029602,0.38994439178162,-0.181365606175397,-0.181365606175397,0.730517890173155,-1.03503787346064,-0.821312602706023,0.01,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0116798499277209,-0.00434737475827474,0.47572537542218,0.227951590736905,-0.181365606175397,0.752601210917723,-1.15111492716917,-0.447237809466495,0.0092,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00920610384540612,-0.00422069208374443,0.47572537542218,0.227951590736905,-0.181365606175397,0.752601210917723,-1.15111492716917,-0.447237809466495,0.0092,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0173178463276001,-0.0044742799890723,0.47572537542218,0.227951590736905,-0.181365606175397,0.752601210917723,-1.15111492716917,-0.447237809466495,0.0092,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00980410101021151,-0.00435850047320375,0.263567752084363,0.12562229150883,-0.0790363069473212,0.748605548488421,-1.33231265498663,-0.771118996665822,0.0114,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00834218668336665,-0.00400070555291299,0.263567752084363,0.12562229150883,-0.0790363069473212,0.748605548488421,-1.33231265498663,-0.771118996665822,0.0114,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0142768831984536,-0.00445520100921606,0.263567752084363,0.12562229150883,-0.0790363069473212,0.748605548488421,-1.33231265498663,-0.771118996665822,0.0114,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0120742565546517,-0.00441271652643791,0.354546627748777,-0.181365606175397,0.12562229150883,0.803452443414605,-1.07660074676076,-0.483782898858147,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0100101486457432,-0.00432972011667514,0.354546627748777,-0.181365606175397,0.12562229150883,0.803452443414605,-1.07660074676076,-0.483782898858147,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0148879371475187,-0.00449761747411163,0.354546627748777,-0.181365606175397,0.12562229150883,0.803452443414605,-1.07660074676076,-0.483782898858147,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0123618000327528,-0.00435682390111803,0.246589423490052,-0.0790363069473212,0.12562229150883,0.800149004042482,-0.4,-0.571010355523982,0.0088,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0100742379726349,-0.00424493811903564,0.246589423490052,-0.0790363069473212,0.12562229150883,0.800149004042482,-0.4,-0.571010355523982,0.0088,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0363597073706196,-0.00446749494965651,0.246589423490052,-0.0790363069473212,0.12562229150883,0.800149004042482,-0.4,-0.571010355523982,0.0088,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00823885307263981,-0.00437337598721427,0.543363530743263,0.227951590736905,-0.283694905403472,0.820048717207239,-1.34941896607894,-1.02375423160207,0.0139,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00710037298512989,-0.00415537949716048,0.543363530743263,0.227951590736905,-0.283694905403472,0.820048717207239,-1.34941896607894,-1.02375423160207,0.0139,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0125413514263892,-0.00445502625315441,0.543363530743263,0.227951590736905,-0.283694905403472,0.820048717207239,-1.34941896607894,-1.02375423160207,0.0139,0.9992,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0109834803986314,-0.00440871220422342,0.15786765629017,-0.0790363069473212,0.0232929922807543,0.786343100875229,-1.01300599034888,-0.634051971086383,0.0108,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00946417399170209,-0.00433199135768966,0.15786765629017,-0.0790363069473212,0.0232929922807543,0.786343100875229,-1.01300599034888,-0.634051971086383,0.0108,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0136946984419008,-0.00445553218358871,0.15786765629017,-0.0790363069473212,0.0232929922807543,0.786343100875229,-1.01300599034888,-0.634051971086383,0.0108,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0104667603557369,-0.00431717204403821,1.02478617365974,-0.386024204631547,-0.0790363069473212,0.591643207081917,-1.05130328483336,-0.801185304180294,0.0081,0.9978,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00891159558783053,-0.00409014780928202,1.02478617365974,-0.386024204631547,-0.0790363069473212,0.591643207081917,-1.05130328483336,-0.801185304180294,0.0081,0.9978,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0132097522520289,-0.00451854575879174,1.02478617365974,-0.386024204631547,-0.0790363069473212,0.591643207081917,-1.05130328483336,-0.801185304180294,0.0081,0.9978,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.012780066840899,-0.00440901634211906,0.338374306418654,-0.181365606175397,-0.181365606175397,0.841852791318966,-1.02095085299286,-0.481049985392362,0.0099,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00991363236303478,-0.00439331854788179,0.338374306418654,-0.181365606175397,-0.181365606175397,0.841852791318966,-1.02095085299286,-0.481049985392362,0.0099,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0154393785433957,-0.00443433246713622,0.338374306418654,-0.181365606175397,-0.181365606175397,0.841852791318966,-1.02095085299286,-0.481049985392362,0.0099,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00835967605661241,-0.00442337083121261,0.364322426006485,-0.181365606175397,0.227951590736905,0.982732513975541,-1.24704364518516,-0.725654993369842,0.0121,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00742007076087956,-0.00411763710417291,0.364322426006485,-0.181365606175397,0.227951590736905,0.982732513975541,-1.24704364518516,-0.725654993369842,0.0121,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.010449239477678,-0.00447883820350003,0.364322426006485,-0.181365606175397,0.227951590736905,0.982732513975541,-1.24704364518516,-0.725654993369842,0.0121,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00973267393606546,-0.00441530287067785,0.155347896205781,-0.0790363069473212,0.0232929922807543,0.799097673074876,-0.4,-0.653042437737223,0.009,0.9976,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00867321641775357,-0.00421058578935304,0.155347896205781,-0.0790363069473212,0.0232929922807543,0.799097673074876,-0.4,-0.653042437737223,0.009,0.9976,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0124821560089049,-0.00449357293378598,0.155347896205781,-0.0790363069473212,0.0232929922807543,0.799097673074876,-0.4,-0.653042437737223,0.009,0.9976,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0161115489401724,-0.00438703136949703,0.462690054974206,-0.0790363069473212,-0.181365606175397,0.615663447499522,-1.0690120614339,-0.431278185884302,0.0076,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",FALSE,0.0123294976313441,-0.00415988075261168,0.462690054974206,-0.0790363069473212,-0.181365606175397,0.615663447499522,-1.0690120614339,-0.431278185884302,0.0076,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0217626583798051,-0.00447905161120855,0.462690054974206,-0.0790363069473212,-0.181365606175397,0.615663447499522,-1.0690120614339,-0.431278185884302,0.0076,0.9946,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0103190845371715,-0.00421175444043878,0.685525454231248,-0.283694905403472,-0.0790363069473212,0.649989819652853,-1.03716488817762,-0.607093758179329,0.0106,0.9988,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",FALSE,0.00881480749750265,-0.00405052571369848,0.685525454231248,-0.283694905403472,-0.0790363069473212,0.649989819652853,-1.03716488817762,-0.607093758179329,0.0106,0.9988,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0139590284510865,-0.00440933160356068,0.685525454231248,-0.283694905403472,-0.0790363069473212,0.649989819652853,-1.03716488817762,-0.607093758179329,0.0106,0.9988,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0113634176598939,-0.00431905223354263,0.8522812517525,0.534939488421131,-0.283694905403472,0.985826131762841,-1.02200640094223,-1.03897384348999,0.015,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00981147470777557,-0.00427503635630005,0.8522812517525,0.534939488421131,-0.283694905403472,0.985826131762841,-1.02200640094223,-1.03897384348999,0.015,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0139369409138795,-0.00457181579335571,0.8522812517525,0.534939488421131,-0.283694905403472,0.985826131762841,-1.02200640094223,-1.03897384348999,0.015,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00912693177227826,-0.00440446534613503,0.142656798029858,0.0232929922807543,-0.0790363069473212,0.870187359379366,-1.1088946475129,-0.57990410806509,0.0107,0.9958,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00802339661710363,-0.00396453123413432,0.142656798029858,0.0232929922807543,-0.0790363069473212,0.870187359379366,-1.1088946475129,-0.57990410806509,0.0107,0.9958,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.010916119921456,-0.00445340056661584,0.142656798029858,0.0232929922807543,-0.0790363069473212,0.870187359379366,-1.1088946475129,-0.57990410806509,0.0107,0.9958,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00956298782218217,-0.00428938848855135,0.391482068093391,0.12562229150883,-0.181365606175397,0.727648537662286,-1.23197833123305,-1.02131970212937,0.0128,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00791087953783631,-0.00399124623626858,0.391482068093391,0.12562229150883,-0.181365606175397,0.727648537662286,-1.23197833123305,-1.02131970212937,0.0128,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0131827019557242,-0.00440505130895831,0.391482068093391,0.12562229150883,-0.181365606175397,0.727648537662286,-1.23197833123305,-1.02131970212937,0.0128,0.9996,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0114714915217441,-0.00438996746307246,0.394576433427647,0.0232929922807543,-0.181365606175397,0.721942139054277,-0.670875325082968,-0.824111731023223,0.008,0.9748,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00996527066422059,-0.00432071558613996,0.394576433427647,0.0232929922807543,-0.181365606175397,0.721942139054277,-0.670875325082968,-0.824111731023223,0.008,0.9748,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0147350228445665,-0.004461601595831,0.394576433427647,0.0232929922807543,-0.181365606175397,0.721942139054277,-0.670875325082968,-0.824111731023223,0.008,0.9748,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0106235939428698,-0.00443744301547765,0.164857619160597,-0.0790363069473212,-0.0790363069473212,0.753002154266147,-1.18267060815487,-0.600505210890504,0.012,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00872295182834143,-0.00423488459091233,0.164857619160597,-0.0790363069473212,-0.0790363069473212,0.753002154266147,-1.18267060815487,-0.600505210890504,0.012,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0134184449091773,-0.00449654806057343,0.164857619160597,-0.0790363069473212,-0.0790363069473212,0.753002154266147,-1.18267060815487,-0.600505210890504,0.012,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0085275909472231,-0.00429249910476036,0.499562100371822,-0.0790363069473212,-0.283694905403472,0.891950302137736,-1.02674308635117,-1.03777032143195,0.0122,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00739763508477299,-0.00419276566028323,0.499562100371822,-0.0790363069473212,-0.283694905403472,0.891950302137736,-1.02674308635117,-1.03777032143195,0.0122,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0110328000242413,-0.00441441588570034,0.499562100371822,-0.0790363069473212,-0.283694905403472,0.891950302137736,-1.02674308635117,-1.03777032143195,0.0122,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00815319313439615,-0.00439969526069082,0.139235809992744,-0.0790363069473212,-0.0790363069473212,0.891567638968645,-1.25196127315668,-1.1481826101151,0.0192,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.006708576044498,-0.0039891964766266,0.139235809992744,-0.0790363069473212,-0.0790363069473212,0.891567638968645,-1.25196127315668,-1.1481826101151,0.0192,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.010603570262765,-0.00448348507648564,0.139235809992744,-0.0790363069473212,-0.0790363069473212,0.891567638968645,-1.25196127315668,-1.1481826101151,0.0192,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00831853202885134,-0.00439575981852475,0.214227983690263,0.12562229150883,0.12562229150883,0.921020112378263,-1.10473930603548,-0.405434441907496,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00755207543487472,-0.00438134003279644,0.214227983690263,0.12562229150883,0.12562229150883,0.921020112378263,-1.10473930603548,-0.405434441907496,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.00962283040378759,-0.00454479749291899,0.214227983690263,0.12562229150883,0.12562229150883,0.921020112378263,-1.10473930603548,-0.405434441907496,0.01,0.9956,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00783336538829333,-0.00438855280034412,0.500405558903125,-0.181365606175397,-0.283694905403472,0.890446875410253,-1.03702520212834,-1.01075249839545,0.0142,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0068176840169991,-0.00424175595973572,0.500405558903125,-0.181365606175397,-0.283694905403472,0.890446875410253,-1.03702520212834,-1.01075249839545,0.0142,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.00976273151124778,-0.00443375886242899,0.500405558903125,-0.181365606175397,-0.283694905403472,0.890446875410253,-1.03702520212834,-1.01075249839545,0.0142,0.9998,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00907966331825747,-0.00440095570480916,0.303341821127212,-0.181365606175397,-0.181365606175397,0.939077089043062,-1.05210140679998,-0.621655293137902,0.0108,0.9914,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0080486942477512,-0.00436489864271701,0.303341821127212,-0.181365606175397,-0.181365606175397,0.939077089043062,-1.05210140679998,-0.621655293137902,0.0108,0.9914,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0104755126870352,-0.00451563041019864,0.303341821127212,-0.181365606175397,-0.181365606175397,0.939077089043062,-1.05210140679998,-0.621655293137902,0.0108,0.9914,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.00767372888258192,-0.004438237391493,0.256662718987455,0.0232929922807543,-0.181365606175397,1.10986650298474,-1.25664584642323,-1.09210312236692,0.014,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00674387644425204,-0.00434630881443869,0.256662718987455,0.0232929922807543,-0.181365606175397,1.10986650298474,-1.25664584642323,-1.09210312236692,0.014,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.009617777767712,-0.00446135729178806,0.256662718987455,0.0232929922807543,-0.181365606175397,1.10986650298474,-1.25664584642323,-1.09210312236692,0.014,1,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0137965235796573,-0.00439482634290178,0.320266866836683,0.0232929922807543,-0.181365606175397,0.889449967718406,-0.920445310874894,-0.823810031262101,0.0089,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.0115083947756653,-0.00436890976998477,0.320266866836683,0.0232929922807543,-0.181365606175397,0.889449967718406,-0.920445310874894,-0.823810031262101,0.0089,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0185054923159005,-0.00446788892758267,0.320266866836683,0.0232929922807543,-0.181365606175397,0.889449967718406,-0.920445310874894,-0.823810031262101,0.0089,0.9994,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.0102047890688192,-0.0043523043280184,0.483799429494047,-0.181365606175397,0.227951590736905,0.740041165367737,-1.01121634528487,-1.06221314634076,0.0139,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.1",TRUE,0.00877931230888794,-0.00420745977253247,0.483799429494047,-0.181365606175397,0.227951590736905,0.740041165367737,-1.01121634528487,-1.06221314634076,0.0139,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.01",TRUE,0.0129465272851984,-0.00443261161020715,0.483799429494047,-0.181365606175397,0.227951590736905,0.740041165367737,-1.01121634528487,-1.06221314634076,0.0139,0.999,50
"gausscopula_unifbeta52margs",0.005,1000,"percoord_full","0.05",TRUE,0.011811982298985,-0.00438058080042952,0.153569674981252,-0.0790363069473212,0.0232929922807543,0.808350622544929,-1.14194314006063,0.143641257692912,0.0106,0.9862,50
