"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","beta_frac_pos","beta_frac_neg","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.011253141653703,-0.00444337107328721,0.197308281612975,0.12562229150883,-0.0790363069473212,0.197308281612975,0.445584566363209,-0.250354907106247,-0.294603457458782,0.0029,0.8464
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00910938019516806,-0.00441070525327203,0.197308281612975,0.12562229150883,-0.0790363069473212,0.197308281612975,0.445584566363209,-0.250354907106247,-0.294603457458782,0.0029,0.8464
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.0132417849014562,-0.00448010449842889,0.197308281612975,0.12562229150883,-0.0790363069473212,0.197308281612975,0.445584566363209,-0.250354907106247,-0.294603457458782,0.0029,0.8464
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00929380191250362,-0.00368648479474268,0.358031493607021,-0.181365606175397,0.227951590736905,0.197308281612975,1.08847741433939,-0.174342778370753,-0.121891230264766,0.0016,0.779
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00718400635859042,-0.00328193468913664,0.358031493607021,-0.181365606175397,0.227951590736905,0.197308281612975,1.08847741433939,-0.174342778370753,-0.121891230264766,0.0016,0.779
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.0114222987502967,-0.00451028669693643,0.358031493607021,-0.181365606175397,0.227951590736905,0.197308281612975,1.08847741433939,-0.174342778370753,-0.121891230264766,0.0016,0.779
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00858881967746172,-0.00439298657444431,0.197308281612975,0.0232929922807543,0.12562229150883,0.358031493607021,0.284861354369163,0.172090476901974,0.101780722493197,0.0024,0.8846
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00737687229274205,-0.00432557761544462,0.197308281612975,0.0232929922807543,0.12562229150883,0.358031493607021,0.284861354369163,0.172090476901974,0.101780722493197,0.0024,0.8846
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.011374068315553,-0.00444326586686209,0.197308281612975,0.0232929922807543,0.12562229150883,0.358031493607021,0.284861354369163,0.172090476901974,0.101780722493197,0.0024,0.8846
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00796054845540375,-0.00439528690607565,0.284861354369163,-0.181365606175397,-0.0790363069473212,0.197308281612975,0.927754202345347,-0.499355890299761,-0.149566080362982,0.0063,0.9296
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00730098453886162,-0.00437627171011944,0.284861354369163,-0.181365606175397,-0.0790363069473212,0.197308281612975,0.927754202345347,-0.499355890299761,-0.149566080362982,0.0063,0.9296
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.00968002693075214,-0.004493589360975,0.284861354369163,-0.181365606175397,-0.0790363069473212,0.197308281612975,0.927754202345347,-0.499355890299761,-0.149566080362982,0.0063,0.9296
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00765015185056345,-0.00399493818969938,0.606307778357255,-0.0790363069473212,-0.386024204631547,0.358031493607021,0.767030990351301,0.0111492658629332,-0.113428388712852,7e-04,0.7392
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00663776463671969,-0.00352745331487402,0.606307778357255,-0.0790363069473212,-0.386024204631547,0.358031493607021,0.767030990351301,0.0111492658629332,-0.113428388712852,7e-04,0.7392
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.0101618110288259,-0.00446809286169818,0.606307778357255,-0.0790363069473212,-0.386024204631547,0.358031493607021,0.767030990351301,0.0111492658629332,-0.113428388712852,7e-04,0.7392
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00778481191640004,-0.00443250186749906,0.284861354369163,-0.181365606175397,-0.181365606175397,0.036585069618929,0.767030990351301,-0.350136707289042,-0.0693528189230683,0.0019,0.8368
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00634504528804994,-0.00373972809365988,0.284861354369163,-0.181365606175397,-0.181365606175397,0.036585069618929,0.767030990351301,-0.350136707289042,-0.0693528189230683,0.0019,0.8368
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.0111681376223593,-0.00449783503313324,0.284861354369163,-0.181365606175397,-0.181365606175397,0.036585069618929,0.767030990351301,-0.350136707289042,-0.0693528189230683,0.0019,0.8368
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.00685053230760255,-0.00443909188114571,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.284861354369163,-0.197749799332816,-0.123273148527354,0.0043,0.8282
"t4copula_gauss5gauss10margs",0.005,1000,"0.1",TRUE,0.00594385901081262,-0.00425140884650128,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.284861354369163,-0.197749799332816,-0.123273148527354,0.0043,0.8282
"t4copula_gauss5gauss10margs",0.005,1000,"0.01",TRUE,0.00936249634317405,-0.00446858799195033,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.036585069618929,0.284861354369163,-0.197749799332816,-0.123273148527354,0.0043,0.8282
"t4copula_gauss5gauss10margs",0.005,1000,"0.05",TRUE,0.0076592123253932,-0.00388243272966016,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.036585069618929,0.767030990351301,-0.125338592064058,-0.35359173446405,0.0033,0.7844
