"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"bivt",0.005,1000,"0.05",TRUE,0.00743839860344802,-0.00446389659582457,0.124138142375117,-0.0790363069473212,-0.0790363069473212,-0.122241588915287,-0.636266140660826,0.0072,0.9412,FALSE,2.94567448993773,3.47516904797998,0.578322948535512,0.781870816146165
"bivt",0.005,1000,"0.1",FALSE,0.00650174974845231,-0.00351368115797164,0.124138142375117,-0.0790363069473212,-0.0790363069473212,-0.122241588915287,-0.636266140660826,0.0072,0.9412,FALSE,2.13300173796567,2.54419738600798,0.420264635655267,0.545027045970431
"bivt",0.005,1000,"0.01",TRUE,0.00991469292630079,-0.0044997150603735,0.124138142375117,-0.0790363069473212,-0.0790363069473212,-0.122241588915287,-0.636266140660826,0.0072,0.9412,FALSE,3.27550983829711,3.74293389512541,0.643197906164351,0.840267156059445
"bivt",0.005,1000,"0.05",TRUE,0.00683583103994171,-0.0043049341035614,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.198060554444588,0.347173131916492,0,0.5772,FALSE,6.45029580184859,7.29501876024592,1.13377955957984,1.40049965400832
"bivt",0.005,1000,"0.1",TRUE,0.00550616229001367,-0.00340066322965188,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.198060554444588,0.347173131916492,0,0.5772,FALSE,3.78699745907959,4.30047005119751,0.665763397516382,0.815519610670618
"bivt",0.005,1000,"0.01",TRUE,0.00948957732340778,-0.00450628144450171,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.198060554444588,0.347173131916492,0,0.5772,FALSE,7.95800934298872,9.00248553078588,1.39879332363258,1.72880748069322
"bivt",0.005,1000,"0.05",TRUE,0.00854780317363724,-0.0043477241773823,0.197308281612975,0.0232929922807543,0.12562229150883,0.129624596093243,0.0259767311531967,0.0011,0.6256,FALSE,6.04927656875473,6.28717291451006,1.01646716607551,1.09703881358492
"bivt",0.005,1000,"0.1",TRUE,0.00730348555954963,-0.00434159714362977,0.197308281612975,0.0232929922807543,0.12562229150883,0.129624596093243,0.0259767311531967,0.0011,0.6256,FALSE,5.84149659859138,6.04910348965378,0.985727218611896,1.06356926833888
"bivt",0.005,1000,"0.01",TRUE,0.0119457593538341,-0.00447417151300544,0.197308281612975,0.0232929922807543,0.12562229150883,0.129624596093243,0.0259767311531967,0.0011,0.6256,FALSE,6.93689232511862,7.16810126940441,1.16826502570876,1.25349538258189
"bivt",0.005,1000,"0.05",TRUE,0.00676917339798727,-0.00380844923404349,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.250388623305798,0.247104617358278,3e-04,0.3712,FALSE,3.491729790681,3.61312513034007,0.730887180350974,0.79928466389301
"bivt",0.005,1000,"0.1",TRUE,0.00553648288974462,-0.00317167039272415,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.250388623305798,0.247104617358278,3e-04,0.3712,FALSE,2.55211096226446,2.65560686591032,0.5348245342236,0.590137746055748
"bivt",0.005,1000,"0.01",TRUE,0.0111212197037334,-0.00449752990942341,0.124138142375117,-0.0790363069473212,0.0232929922807543,0.250388623305798,0.247104617358278,3e-04,0.3712,FALSE,5.7889968360624,5.94692436928391,1.21235996186372,1.30377896965104
"bivt",0.005,1000,"0.05",TRUE,0.00688138665339437,-0.00443807759850709,0.197308281612975,-0.0790363069473212,0.12562229150883,0.417226131645853,0.354535677555275,8e-04,0.655,FALSE,7.05544596719999,7.36360617581683,1.41848959840048,1.50704247266204
"bivt",0.005,1000,"0.1",TRUE,0.00582169158315164,-0.0044162474758407,0.197308281612975,-0.0790363069473212,0.12562229150883,0.417226131645853,0.354535677555275,8e-04,0.655,FALSE,6.77347406969934,7.0782238682392,1.36690600170428,1.45092529238699
"bivt",0.005,1000,"0.01",TRUE,0.00954176445890097,-0.00447665735586627,0.197308281612975,-0.0790363069473212,0.12562229150883,0.417226131645853,0.354535677555275,8e-04,0.655,FALSE,7.59443627254411,7.9353419057242,1.52515066113025,1.61745225423277
"bivt",0.005,1000,"0.05",TRUE,0.00685425328082411,-0.00394821999096445,0.284861354369163,0.0232929922807543,-0.181365606175397,0.969277208713749,-0.0468096701609423,3e-04,0.6248,FALSE,4.66409491315395,9.39507639507513,1.01472734625097,2.13538761135598
"bivt",0.005,1000,"0.1",TRUE,0.00572435644637856,-0.00339274698604922,0.284861354369163,0.0232929922807543,-0.181365606175397,0.969277208713749,-0.0468096701609423,3e-04,0.6248,FALSE,3.08865435706872,5.86254801108472,0.671972780824198,1.3179630531934
"bivt",0.005,1000,"0.01",TRUE,0.00989964772925083,-0.0044590535037975,0.284861354369163,0.0232929922807543,-0.181365606175397,0.969277208713749,-0.0468096701609423,3e-04,0.6248,FALSE,8.84690288396201,18.7732509150347,1.92474530601972,4.31704518433139
"bivt",0.005,1000,"0.05",TRUE,0.00863290638388226,-0.00443836564647749,0.197308281612975,0.12562229150883,0.0232929922807543,0.0166344972996098,-0.140354258466844,0.0032,0.7846,FALSE,3.60975602456867,3.76531749669943,0.718294044916454,0.827230457474772
"bivt",0.005,1000,"0.1",TRUE,0.00736252544840122,-0.00442556781177894,0.197308281612975,0.12562229150883,0.0232929922807543,0.0166344972996098,-0.140354258466844,0.0032,0.7846,FALSE,3.46310353701946,3.6428027440362,0.690114043087123,0.796268763576494
"bivt",0.005,1000,"0.01",TRUE,0.0120033310925358,-0.00447048848876737,0.197308281612975,0.12562229150883,0.0232929922807543,0.0166344972996098,-0.140354258466844,0.0032,0.7846,FALSE,3.9733278351622,4.06767768575586,0.784610381408033,0.887362885016561
"bivt",0.005,1000,"0.05",TRUE,0.00671705871956665,-0.0044221653120992,0.197308281612975,-0.0790363069473212,0.12562229150883,0.223011973089624,0.331465160191656,5e-04,0.571,FALSE,6.72750402791038,7.29379052147184,1.23952733777861,1.41859524437527
