"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","xi_hat"
"bivt",0.005,1000,"0.05",TRUE,0.00661807916608171,-0.00342850202097766,0.305374201702708
"bivt",0.005,1000,"0.1",TRUE,0.00564881551028605,-0.00311094010066968,0.305374201702708
"bivt",0.005,1000,"0.01",TRUE,0.00854303762429772,-0.00398778697392314,0.305374201702708
"bivt",0.005,1000,"0.05",TRUE,0.00538350100550787,-0.00335023106968584,0.375513323835314
"bivt",0.005,1000,"0.1",TRUE,0.00474867204453007,-0.00300210738493268,0.375513323835314
"bivt",0.005,1000,"0.01",TRUE,0.00669145785621967,-0.00400391679293564,0.375513323835314
"bivt",0.005,1000,"0.05",TRUE,0.00740314650906581,-0.00413119741756601,0.304935895747231
"bivt",0.005,1000,"0.1",TRUE,0.00654700520738554,-0.00369795941053515,0.304935895747231
"bivt",0.005,1000,"0.01",TRUE,0.00920407549253769,-0.00461921815872946,0.304935895747231
"bivt",0.005,1000,"0.05",TRUE,0.0093230624973329,-0.00394741480812922,0.222401432260519
"bivt",0.005,1000,"0.1",TRUE,0.00815551716344224,-0.00364627754840063,0.222401432260519
"bivt",0.005,1000,"0.01",TRUE,0.0121794286961701,-0.00447933228489114,0.222401432260519
"bivt",0.005,1000,"0.05",TRUE,0.00876590019375923,-0.00394977310689111,0.342770159400339
"bivt",0.005,1000,"0.1",TRUE,0.00750302838012183,-0.00360242955289676,0.342770159400339
"bivt",0.005,1000,"0.01",TRUE,0.0114388391480867,-0.00449934940685821,0.342770159400339
"bivt",0.005,1000,"0.05",TRUE,0.00867761870146684,-0.00359949815009733,0.274688777888944
"bivt",0.005,1000,"0.1",TRUE,0.00724447396343222,-0.00325653474683072,0.274688777888944
"bivt",0.005,1000,"0.01",TRUE,0.0118216536833552,-0.00408909576359722,0.274688777888944
"bivt",0.005,1000,"0.05",TRUE,0.00845393647085542,-0.00352975247310892,0.218718869762459
"bivt",0.005,1000,"0.1",FALSE,0.00651045188835804,-0.00320233984005853,0.218718869762459
"bivt",0.005,1000,"0.01",TRUE,0.0134210315619859,-0.00408089915730884,0.218718869762459
"bivt",0.005,1000,"0.05",TRUE,0.0046029571007166,-0.00317951351099838,0.358008222898741
"bivt",0.005,1000,"0.1",TRUE,0.00400021938377536,-0.00281567319540532,0.358008222898741
"bivt",0.005,1000,"0.01",TRUE,0.00566060308753499,-0.00374122276696716,0.358008222898741
"bivt",0.005,1000,"0.05",TRUE,0.0138839662723943,-0.00389570318920832,0.26850946695335
"bivt",0.005,1000,"0.1",TRUE,0.0107113671060024,-0.00359489713427491,0.26850946695335
"bivt",0.005,1000,"0.01",TRUE,0.0181159562649344,-0.00433167071990779,0.26850946695335
"bivt",0.005,1000,"0.05",TRUE,0.00679412683216138,-0.00351003408841845,0.294729115485146
"bivt",0.005,1000,"0.1",TRUE,0.00580671238279173,-0.0031721391876877,0.294729115485146
"bivt",0.005,1000,"0.01",TRUE,0.00876358857184714,-0.00399223437251114,0.294729115485146
"bivt",0.005,1000,"0.05",TRUE,0.00683675638662351,-0.00362776400435802,0.257661928497006
"bivt",0.005,1000,"0.1",TRUE,0.00589983890548851,-0.00329596754290045,0.257661928497006
"bivt",0.005,1000,"0.01",TRUE,0.00896411612824094,-0.00411221771180761,0.257661928497006
"bivt",0.005,1000,"0.05",TRUE,0.00753847790963524,-0.00371775605770585,0.359894388492988
"bivt",0.005,1000,"0.1",TRUE,0.00646796872895851,-0.00332991915051921,0.359894388492988
"bivt",0.005,1000,"0.01",TRUE,0.00964839018119299,-0.00420867336866472,0.359894388492988
"bivt",0.005,1000,"0.05",TRUE,0.00835447043440822,-0.00375178261780411,0.256267273374851
"bivt",0.005,1000,"0.1",TRUE,0.00711680176346013,-0.00338179206757711,0.256267273374851
"bivt",0.005,1000,"0.01",TRUE,0.0104914864805454,-0.00425809620350619,0.256267273374851
"bivt",0.005,1000,"0.05",TRUE,0.00824577792438896,-0.00379664394632921,0.259215144100793
"bivt",0.005,1000,"0.1",TRUE,0.00710011629539922,-0.00347109351943373,0.259215144100793
"bivt",0.005,1000,"0.01",TRUE,0.0103677095575111,-0.00432631539386639,0.259215144100793
"bivt",0.005,1000,"0.05",TRUE,0.0112485498076281,-0.00415869494261206,0.233277475175528
"bivt",0.005,1000,"0.1",TRUE,0.0094578967958853,-0.0038226692296245,0.233277475175528
"bivt",0.005,1000,"0.01",TRUE,0.0154673049066425,-0.00460052113826567,0.233277475175528
"bivt",0.005,1000,"0.05",FALSE,0.010329759442116,-0.00394511328800122,0.175846096596568
"bivt",0.005,1000,"0.1",FALSE,0.00854781876363218,-0.00362427829179326,0.175846096596568
"bivt",0.005,1000,"0.01",TRUE,0.0132096986421984,-0.00440988301841892,0.175846096596568
"bivt",0.005,1000,"0.05",TRUE,0.00815157791025176,-0.00371696564228892,0.278962075298228
"bivt",0.005,1000,"0.1",TRUE,0.00708851347148199,-0.00334622973746107,0.278962075298228
"bivt",0.005,1000,"0.01",TRUE,0.0104467779897784,-0.00423990754695989,0.278962075298228
"bivt",0.005,1000,"0.05",TRUE,0.00710597478025009,-0.00367203907298198,0.300348421296788
"bivt",0.005,1000,"0.1",TRUE,0.00596891389179001,-0.00334704941331727,0.300348421296788
"bivt",0.005,1000,"0.01",TRUE,0.00937650839484952,-0.00419802660756477,0.300348421296788
"bivt",0.005,1000,"0.05",TRUE,0.00743983068339934,-0.00363323941684814,0.235208217746443
"bivt",0.005,1000,"0.1",TRUE,0.00638499707382896,-0.00323899827499722,0.235208217746443
"bivt",0.005,1000,"0.01",TRUE,0.0104692215513343,-0.00413853773694091,0.235208217746443
"bivt",0.005,1000,"0.05",TRUE,0.0106247476142102,-0.00413293377158251,0.298602533721631
"bivt",0.005,1000,"0.1",TRUE,0.00905689995685376,-0.00380601199270199,0.298602533721631
"bivt",0.005,1000,"0.01",TRUE,0.0133489771309019,-0.00452471182084248,0.298602533721631
"bivt",0.005,1000,"0.05",TRUE,0.00643676785740389,-0.00380427503655428,0.367606841154875
"bivt",0.005,1000,"0.1",TRUE,0.00567509680836474,-0.00340513695223708,0.367606841154875
"bivt",0.005,1000,"0.01",TRUE,0.00807507409008796,-0.00432368737973048,0.367606841154875
"bivt",0.005,1000,"0.05",TRUE,0.00779144706384435,-0.00377568094537148,0.284494367468735
"bivt",0.005,1000,"0.1",TRUE,0.00690640138188266,-0.00344467154798305,0.284494367468735
"bivt",0.005,1000,"0.01",TRUE,0.00979384379680305,-0.00429336988843072,0.284494367468735
"bivt",0.005,1000,"0.05",TRUE,0.0079168712376956,-0.00378188940053184,0.276120987305401
"bivt",0.005,1000,"0.1",TRUE,0.00687983050079978,-0.00347387761534631,0.276120987305401
"bivt",0.005,1000,"0.01",TRUE,0.010353599237377,-0.00441811936598131,0.276120987305401
"bivt",0.005,1000,"0.05",TRUE,0.00527965878948307,-0.00328696069196898,0.30853047840792
"bivt",0.005,1000,"0.1",TRUE,0.00463284755751558,-0.00296798477010265,0.30853047840792
"bivt",0.005,1000,"0.01",TRUE,0.00648682999687386,-0.00390213051996864,0.30853047840792
"bivt",0.005,1000,"0.05",TRUE,0.00661394684681756,-0.00365827018812992,0.225676806894815
"bivt",0.005,1000,"0.1",TRUE,0.00588228591008504,-0.00329154325204956,0.225676806894815
"bivt",0.005,1000,"0.01",TRUE,0.00832520590732741,-0.00420539959154118,0.225676806894815
"bivt",0.005,1000,"0.05",TRUE,0.00627900944232259,-0.00342214186948723,0.324196612317582
"bivt",0.005,1000,"0.1",TRUE,0.00548585476018636,-0.00306939201400829,0.324196612317582
"bivt",0.005,1000,"0.01",TRUE,0.00800571386698172,-0.00404085593928735,0.324196612317582
"bivt",0.005,1000,"0.05",TRUE,0.00855776099605222,-0.00370595360206121,0.264733018364029
"bivt",0.005,1000,"0.1",TRUE,0.0069576640294245,-0.00338959268380784,0.264733018364029
"bivt",0.005,1000,"0.01",TRUE,0.0107440741845473,-0.00433159503731057,0.264733018364029
"bivt",0.005,1000,"0.05",TRUE,0.00650575897863918,-0.00362697175303988,0.331174968759282
"bivt",0.005,1000,"0.1",TRUE,0.00561097601871969,-0.00327515379592471,0.331174968759282
"bivt",0.005,1000,"0.01",TRUE,0.00825013889767413,-0.00422012067722357,0.331174968759282
"bivt",0.005,1000,"0.05",TRUE,0.00854501444968968,-0.0038050199272186,0.291679411715039
"bivt",0.005,1000,"0.1",TRUE,0.00748301719080063,-0.00349869716203468,0.291679411715039
"bivt",0.005,1000,"0.01",TRUE,0.0107771781947179,-0.00426881911070924,0.291679411715039
"bivt",0.005,1000,"0.05",TRUE,0.00715882699817704,-0.00353912092518524,0.269557890518574
"bivt",0.005,1000,"0.1",FALSE,0.00605226801786892,-0.00314943264319677,0.269557890518574
"bivt",0.005,1000,"0.01",TRUE,0.0097174227783318,-0.00404424680970367,0.269557890518574
"bivt",0.005,1000,"0.05",TRUE,0.00627282126762702,-0.00338456772393619,0.313246966209984
"bivt",0.005,1000,"0.1",TRUE,0.00527714765580326,-0.00305955109800494,0.313246966209984
"bivt",0.005,1000,"0.01",TRUE,0.00791038567058354,-0.00399212526318446,0.313246966209984
"bivt",0.005,1000,"0.05",TRUE,0.0072644096972275,-0.00366724071957942,0.260267770202505
"bivt",0.005,1000,"0.1",TRUE,0.00618716549390629,-0.00333862716247102,0.260267770202505
"bivt",0.005,1000,"0.01",TRUE,0.00997783529727226,-0.00430046026850375,0.260267770202505
"bivt",0.005,1000,"0.05",TRUE,0.00678871866657106,-0.0036041887662325,0.3699945937589
"bivt",0.005,1000,"0.1",TRUE,0.00577965110181159,-0.00318123952441371,0.3699945937589
"bivt",0.005,1000,"0.01",TRUE,0.00855148341109351,-0.00417418828451816,0.3699945937589
"bivt",0.005,1000,"0.05",TRUE,0.00640502827217518,-0.00365196787837796,0.298027824624516
"bivt",0.005,1000,"0.1",TRUE,0.00558811858162662,-0.00333572242382715,0.298027824624516
"bivt",0.005,1000,"0.01",TRUE,0.00851411168104632,-0.00423082825392068,0.298027824624516
"bivt",0.005,1000,"0.05",TRUE,0.0086515161986837,-0.00400379893371984,0.278573973089586
"bivt",0.005,1000,"0.1",TRUE,0.00744475938398071,-0.0036013396339366,0.278573973089586
"bivt",0.005,1000,"0.01",TRUE,0.0113563823001004,-0.00454744486723368,0.278573973089586
"bivt",0.005,1000,"0.05",TRUE,0.00858912696920162,-0.00390600402996601,0.29952230951468
"bivt",0.005,1000,"0.1",TRUE,0.00736469615960269,-0.00354107956945083,0.29952230951468
"bivt",0.005,1000,"0.01",TRUE,0.0110406369992829,-0.00442751922803538,0.29952230951468
"bivt",0.005,1000,"0.05",TRUE,0.00744741639833904,-0.00375572556012141,0.299005483116047
"bivt",0.005,1000,"0.1",TRUE,0.00637760258426445,-0.00340868364115156,0.299005483116047
"bivt",0.005,1000,"0.01",TRUE,0.00956315374816446,-0.00433956180637275,0.299005483116047
"bivt",0.005,1000,"0.05",TRUE,0.00786389380587399,-0.00404822878947226,0.300990406634112
"bivt",0.005,1000,"0.1",TRUE,0.00696615185831457,-0.00370355911341299,0.300990406634112
"bivt",0.005,1000,"0.01",TRUE,0.0101688918079218,-0.00458754286601899,0.300990406634112
"bivt",0.005,1000,"0.05",TRUE,0.00832592523153239,-0.00378024297843502,0.27597467520517
"bivt",0.005,1000,"0.1",TRUE,0.00690258543286023,-0.00343849745458827,0.27597467520517
"bivt",0.005,1000,"0.01",TRUE,0.0106040850939776,-0.00435732434489535,0.27597467520517
"bivt",0.005,1000,"0.05",TRUE,0.0151508073564693,-0.004114811424214,0.207687783893344
"bivt",0.005,1000,"0.1",FALSE,0.0120879319694782,-0.0038355843984535,0.207687783893344
"bivt",0.005,1000,"0.01",TRUE,0.0221561029597011,-0.00448784867107044,0.207687783893344
"bivt",0.005,1000,"0.05",FALSE,0.00689077658073398,-0.00352310430736391,0.221414546512239
"bivt",0.005,1000,"0.1",FALSE,0.00592924117914241,-0.00322486045824882,0.221414546512239
"bivt",0.005,1000,"0.01",TRUE,0.00875534454295489,-0.00413993512355103,0.221414546512239
"bivt",0.005,1000,"0.05",TRUE,0.00708158170921263,-0.00360235028931755,0.292894463038713
"bivt",0.005,1000,"0.1",TRUE,0.00609349250302474,-0.00325098766015976,0.292894463038713
"bivt",0.005,1000,"0.01",TRUE,0.00964168410198528,-0.00417304310382221,0.292894463038713
"bivt",0.005,1000,"0.05",TRUE,0.00800959420372842,-0.00363053183396446,0.283761008110187
"bivt",0.005,1000,"0.1",TRUE,0.006688541706849,-0.00326430925110836,0.283761008110187
"bivt",0.005,1000,"0.01",TRUE,0.0104686934842673,-0.00418112547300586,0.283761008110187
"bivt",0.005,1000,"0.05",TRUE,0.00650866496714112,-0.00363180455659409,0.329494602933729
"bivt",0.005,1000,"0.1",TRUE,0.00566921085321358,-0.00324178366179372,0.329494602933729
"bivt",0.005,1000,"0.01",TRUE,0.00803633640823319,-0.00417238723527834,0.329494602933729
"bivt",0.005,1000,"0.05",TRUE,0.00770153977552108,-0.00360179803421037,0.302855263742018
"bivt",0.005,1000,"0.1",TRUE,0.00657744907581634,-0.00326787919644964,0.302855263742018
"bivt",0.005,1000,"0.01",TRUE,0.00919525060153615,-0.00411374299003646,0.302855263742018
"bivt",0.005,1000,"0.05",TRUE,0.00738180594102858,-0.00354732783429011,0.301827236676405
"bivt",0.005,1000,"0.1",TRUE,0.00645374916645144,-0.00321616495705837,0.301827236676405
"bivt",0.005,1000,"0.01",TRUE,0.00928273552479688,-0.00410359993098328,0.301827236676405
"bivt",0.005,1000,"0.05",TRUE,0.00655466562742375,-0.0035930415593407,0.371408261470304
"bivt",0.005,1000,"0.1",TRUE,0.00559970084415362,-0.00320385598833789,0.371408261470304
"bivt",0.005,1000,"0.01",TRUE,0.00804261839631421,-0.00411709643205021,0.371408261470304
"bivt",0.005,1000,"0.05",TRUE,0.00933483575279311,-0.00363958309653424,0.263438550126323
"bivt",0.005,1000,"0.1",TRUE,0.00783705060650874,-0.00331970524856293,0.263438550126323
"bivt",0.005,1000,"0.01",TRUE,0.0125958617937126,-0.00411801093983689,0.263438550126323
"bivt",0.005,1000,"0.05",TRUE,0.0079840464697258,-0.00362574214456873,0.247731312087671
"bivt",0.005,1000,"0.1",TRUE,0.00679175361108191,-0.003334269665781,0.247731312087671
"bivt",0.005,1000,"0.01",TRUE,0.0102604551714947,-0.0041391710959891,0.247731312087671
"bivt",0.005,1000,"0.05",TRUE,0.00761934766218655,-0.00370324430300532,0.321456435064267
"bivt",0.005,1000,"0.1",TRUE,0.00654238112624074,-0.00338454124173491,0.321456435064267
"bivt",0.005,1000,"0.01",TRUE,0.010322631462964,-0.00433135730695877,0.321456435064267
"bivt",0.005,1000,"0.05",TRUE,0.00762790475028863,-0.00370712941914493,0.280158526326466
"bivt",0.005,1000,"0.1",TRUE,0.00652126946549059,-0.00338088033774141,0.280158526326466
"bivt",0.005,1000,"0.01",TRUE,0.0100884451718179,-0.00427275412642014,0.280158526326466
"bivt",0.005,1000,"0.05",TRUE,0.00682826793292132,-0.0034830357945761,0.268940788433184
"bivt",0.005,1000,"0.1",TRUE,0.005849427319926,-0.00315851203210292,0.268940788433184
"bivt",0.005,1000,"0.01",TRUE,0.008995312836134,-0.00401902467603543,0.268940788433184
"bivt",0.005,1000,"0.05",TRUE,0.00874156693242321,-0.00388291719353369,0.274854378829731
"bivt",0.005,1000,"0.1",TRUE,0.00732186724555134,-0.00352237683152258,0.274854378829731
"bivt",0.005,1000,"0.01",TRUE,0.0114913477260682,-0.00440997851753315,0.274854378829731
"bivt",0.005,1000,"0.05",TRUE,0.00739819268776818,-0.00361192604955247,0.338154830545588
"bivt",0.005,1000,"0.1",TRUE,0.00634366433670352,-0.00330202254819662,0.338154830545588
"bivt",0.005,1000,"0.01",TRUE,0.00922266508784831,-0.00426218720587736,0.338154830545588
"bivt",0.005,1000,"0.05",TRUE,0.00516966015168804,-0.00316911472079317,0.328516516428182
"bivt",0.005,1000,"0.1",TRUE,0.00452353343869214,-0.00284667680167584,0.328516516428182
"bivt",0.005,1000,"0.01",TRUE,0.00663035551376256,-0.00382770603699558,0.328516516428182
"bivt",0.005,1000,"0.05",TRUE,0.00831305784739809,-0.00372651290495801,0.277384934475561
"bivt",0.005,1000,"0.1",TRUE,0.0069925073069987,-0.00338225878169461,0.277384934475561
"bivt",0.005,1000,"0.01",TRUE,0.0120643392311216,-0.00417869426445018,0.277384934475561
"bivt",0.005,1000,"0.05",TRUE,0.00785101410518265,-0.00374660490363983,0.344459228665932
"bivt",0.005,1000,"0.1",TRUE,0.00675566085216238,-0.00340315120601269,0.344459228665932
"bivt",0.005,1000,"0.01",TRUE,0.010461328425507,-0.00427848427010087,0.344459228665932
"bivt",0.005,1000,"0.05",TRUE,0.00614614819274617,-0.00351860157784078,0.331980662026001
"bivt",0.005,1000,"0.1",TRUE,0.00543982499749422,-0.00318736085607513,0.331980662026001
"bivt",0.005,1000,"0.01",TRUE,0.00799582420007574,-0.00409431762535039,0.331980662026001
"bivt",0.005,1000,"0.05",TRUE,0.00784255133667135,-0.00356144831692771,0.288641074193958
"bivt",0.005,1000,"0.1",TRUE,0.00665444673323739,-0.00323154205448556,0.288641074193958
"bivt",0.005,1000,"0.01",TRUE,0.0100137092959083,-0.00422250419446616,0.288641074193958
"bivt",0.005,1000,"0.05",TRUE,0.00918769728190905,-0.00382952703809333,0.260630109138937
"bivt",0.005,1000,"0.1",TRUE,0.00780983059091406,-0.00351564282952609,0.260630109138937
"bivt",0.005,1000,"0.01",TRUE,0.0130247164121409,-0.00420873976419836,0.260630109138937
"bivt",0.005,1000,"0.05",TRUE,0.00723549729265842,-0.00371184630023511,0.292984376685866
"bivt",0.005,1000,"0.1",TRUE,0.00613701340918854,-0.00334382713416143,0.292984376685866
"bivt",0.005,1000,"0.01",TRUE,0.00987119149787868,-0.00416176113634604,0.292984376685866
"bivt",0.005,1000,"0.05",TRUE,0.00650702194780393,-0.00351655716580418,0.270824052809111
"bivt",0.005,1000,"0.1",TRUE,0.00570774424558253,-0.00318261278299061,0.270824052809111
"bivt",0.005,1000,"0.01",TRUE,0.00804673963727866,-0.00404378468053036,0.270824052809111
"bivt",0.005,1000,"0.05",TRUE,0.00870537234098529,-0.00384340778024269,0.246814421085764
"bivt",0.005,1000,"0.1",TRUE,0.00750830707754345,-0.00349163934681937,0.246814421085764
"bivt",0.005,1000,"0.01",TRUE,0.0114423859370074,-0.00431951941331966,0.246814421085764
"bivt",0.005,1000,"0.05",TRUE,0.00844042289193895,-0.00387212427790876,0.225390078375814
"bivt",0.005,1000,"0.1",TRUE,0.00722371691690628,-0.00358486497911491,0.225390078375814
"bivt",0.005,1000,"0.01",TRUE,0.01104491509733,-0.00438667102084708,0.225390078375814
"bivt",0.005,1000,"0.05",TRUE,0.00826136115556864,-0.00369022219533978,0.279964097377705
"bivt",0.005,1000,"0.1",TRUE,0.00724205511644663,-0.00335045755883162,0.279964097377705
"bivt",0.005,1000,"0.01",TRUE,0.0105987815930407,-0.00423228186744647,0.279964097377705
"bivt",0.005,1000,"0.05",TRUE,0.00639630619101706,-0.00328920522930427,0.320052994169291
"bivt",0.005,1000,"0.1",TRUE,0.00518794049085544,-0.00287912725528199,0.320052994169291
"bivt",0.005,1000,"0.01",TRUE,0.00901139261292172,-0.00378418347032022,0.320052994169291
"bivt",0.005,1000,"0.05",TRUE,0.0076779398132197,-0.00370282535882956,0.294928482020649
"bivt",0.005,1000,"0.1",TRUE,0.00657609878972671,-0.00338980326232486,0.294928482020649
"bivt",0.005,1000,"0.01",TRUE,0.0106363457241663,-0.00430200033668786,0.294928482020649
"bivt",0.005,1000,"0.05",TRUE,0.00804343709166973,-0.00390355816921388,0.285180959218358
"bivt",0.005,1000,"0.1",TRUE,0.00704776385392278,-0.00354151677410769,0.285180959218358
"bivt",0.005,1000,"0.01",TRUE,0.00993730852738409,-0.00443271906271169,0.285180959218358
"bivt",0.005,1000,"0.05",TRUE,0.00772613604741356,-0.00364283609069026,0.27597864154117
"bivt",0.005,1000,"0.1",FALSE,0.00655666349495595,-0.003324823252408,0.27597864154117
"bivt",0.005,1000,"0.01",TRUE,0.0105884377461684,-0.00417405401380137,0.27597864154117
"bivt",0.005,1000,"0.05",TRUE,0.00605406842487451,-0.00345149328782132,0.363850758483882
"bivt",0.005,1000,"0.1",TRUE,0.00536130652064986,-0.00309036109983261,0.363850758483882
"bivt",0.005,1000,"0.01",TRUE,0.00785864148515058,-0.00402800283273379,0.363850758483882
"bivt",0.005,1000,"0.05",TRUE,0.00673021316955982,-0.00344707978495097,0.282391627459264
"bivt",0.005,1000,"0.1",TRUE,0.00577303646775536,-0.00313016035083642,0.282391627459264
"bivt",0.005,1000,"0.01",TRUE,0.00846937954557583,-0.00400938366903426,0.282391627459264
"bivt",0.005,1000,"0.05",TRUE,0.00735379472755427,-0.00371206174827073,0.305773330685581
"bivt",0.005,1000,"0.1",TRUE,0.00643937495328079,-0.00335603878847819,0.305773330685581
"bivt",0.005,1000,"0.01",TRUE,0.00942735786550642,-0.00429365173688376,0.305773330685581
"bivt",0.005,1000,"0.05",TRUE,0.0114463909254239,-0.00394787682040262,0.27703127351219
"bivt",0.005,1000,"0.1",TRUE,0.00945965940542375,-0.00361720375511967,0.27703127351219
"bivt",0.005,1000,"0.01",TRUE,0.0152250831700014,-0.00445335924521838,0.27703127351219
"bivt",0.005,1000,"0.05",TRUE,0.00861152474553836,-0.00396359102045302,0.239740852748913
"bivt",0.005,1000,"0.1",TRUE,0.00723520295336617,-0.00357399873209656,0.239740852748913
"bivt",0.005,1000,"0.01",TRUE,0.011984568152045,-0.00446762380935871,0.239740852748913
"bivt",0.005,1000,"0.05",TRUE,0.00739700859823192,-0.00358352759599616,0.309366841449171
"bivt",0.005,1000,"0.1",TRUE,0.00632315134008407,-0.00324571091905322,0.309366841449171
"bivt",0.005,1000,"0.01",TRUE,0.010068424947234,-0.00411620960384932,0.309366841449171
"bivt",0.005,1000,"0.05",TRUE,0.00707643623948772,-0.00354849247289407,0.328595699699233
"bivt",0.005,1000,"0.1",TRUE,0.00615341552913929,-0.00317879958316532,0.328595699699233
"bivt",0.005,1000,"0.01",TRUE,0.00860569888237555,-0.00411724752767738,0.328595699699233
"bivt",0.005,1000,"0.05",TRUE,0.00545650121309666,-0.0034748927028652,0.332435872570552
"bivt",0.005,1000,"0.1",TRUE,0.00482850560361446,-0.00311615036809164,0.332435872570552
"bivt",0.005,1000,"0.01",TRUE,0.00690077407283823,-0.00413751804322003,0.332435872570552
"bivt",0.005,1000,"0.05",TRUE,0.00668938689926442,-0.00364105465472642,0.348335623275746
"bivt",0.005,1000,"0.1",TRUE,0.00570174967559001,-0.00319391169773956,0.348335623275746
"bivt",0.005,1000,"0.01",TRUE,0.00877554427412066,-0.00413160386476869,0.348335623275746
"bivt",0.005,1000,"0.05",TRUE,0.00692402402664159,-0.00367001211564285,0.296347488348394
"bivt",0.005,1000,"0.1",TRUE,0.00598549932929282,-0.0033371058216933,0.296347488348394
"bivt",0.005,1000,"0.01",TRUE,0.00889223903706362,-0.00419865417461983,0.296347488348394
"bivt",0.005,1000,"0.05",TRUE,0.0063185532848573,-0.0034271419853647,0.298527679907366
"bivt",0.005,1000,"0.1",TRUE,0.00537669118049322,-0.00306154421236015,0.298527679907366
"bivt",0.005,1000,"0.01",TRUE,0.00816495344038726,-0.00402115493170227,0.298527679907366
"bivt",0.005,1000,"0.05",TRUE,0.00795043924282291,-0.00366458343638522,0.297089056317829
"bivt",0.005,1000,"0.1",TRUE,0.00663576576547098,-0.00328030550603005,0.297089056317829
"bivt",0.005,1000,"0.01",TRUE,0.0115187808503812,-0.00418194343662968,0.297089056317829
"bivt",0.005,1000,"0.05",TRUE,0.00582284638578066,-0.00318523344354244,0.359394697518579
"bivt",0.005,1000,"0.1",TRUE,0.00495016493066046,-0.0028510966644269,0.359394697518579
"bivt",0.005,1000,"0.01",TRUE,0.0083236704471654,-0.00379986898683334,0.359394697518579
"bivt",0.005,1000,"0.05",TRUE,0.00589070145051885,-0.00346866380558611,0.304404208489538
"bivt",0.005,1000,"0.1",TRUE,0.00512004496331476,-0.0030949181373637,0.304404208489538
"bivt",0.005,1000,"0.01",TRUE,0.00747444918092316,-0.00399699500571174,0.304404208489538
"bivt",0.005,1000,"0.05",TRUE,0.0100321684810586,-0.00379528730706991,0.210178982168019
"bivt",0.005,1000,"0.1",FALSE,0.00834983929398363,-0.00351397963225135,0.210178982168019
"bivt",0.005,1000,"0.01",TRUE,0.0135598563758467,-0.00425976189548508,0.210178982168019
"bivt",0.005,1000,"0.05",TRUE,0.0102037829998434,-0.00402955936487376,0.192953803066349
"bivt",0.005,1000,"0.1",FALSE,0.00844390752795289,-0.00365929924930848,0.192953803066349
"bivt",0.005,1000,"0.01",TRUE,0.0136380186281184,-0.00452738154015085,0.192953803066349
"bivt",0.005,1000,"0.05",TRUE,0.00692105057561274,-0.00370111498984912,0.360618310296187
"bivt",0.005,1000,"0.1",TRUE,0.00589769325352366,-0.00332315267205991,0.360618310296187
"bivt",0.005,1000,"0.01",TRUE,0.00871397135914107,-0.00430565228432647,0.360618310296187
"bivt",0.005,1000,"0.05",TRUE,0.00988503107646218,-0.00395232818602743,0.242811039935617
"bivt",0.005,1000,"0.1",TRUE,0.00845859945824627,-0.00364139591848091,0.242811039935617
"bivt",0.005,1000,"0.01",TRUE,0.0127760280703039,-0.00443972834282559,0.242811039935617
"bivt",0.005,1000,"0.05",TRUE,0.00645654260029922,-0.00355026733799699,0.29735185546219
"bivt",0.005,1000,"0.1",TRUE,0.00569851963571015,-0.00319426191814135,0.29735185546219
"bivt",0.005,1000,"0.01",TRUE,0.00802556407946247,-0.00408024318202383,0.29735185546219
"bivt",0.005,1000,"0.05",TRUE,0.0111556202930537,-0.00420939673956689,0.254313975707866
"bivt",0.005,1000,"0.1",TRUE,0.00935122431581704,-0.00390983956208065,0.254313975707866
"bivt",0.005,1000,"0.01",TRUE,0.0154310132217217,-0.00463010423552673,0.254313975707866
"bivt",0.005,1000,"0.05",TRUE,0.00671757266866026,-0.0034740471378994,0.326570493039083
"bivt",0.005,1000,"0.1",TRUE,0.00574328714319777,-0.00312791526224389,0.326570493039083
"bivt",0.005,1000,"0.01",TRUE,0.00908046390751107,-0.00415043857997945,0.326570493039083
"bivt",0.005,1000,"0.05",TRUE,0.00725816411015435,-0.00369655645864588,0.318413571407125
"bivt",0.005,1000,"0.1",TRUE,0.00625025008652336,-0.00328041150436071,0.318413571407125
"bivt",0.005,1000,"0.01",TRUE,0.00907530659421071,-0.00423701148750357,0.318413571407125
"bivt",0.005,1000,"0.05",TRUE,0.00691233170526348,-0.00366388474314327,0.289969594171602
"bivt",0.005,1000,"0.1",TRUE,0.0059548228489675,-0.00327795618783199,0.289969594171602
"bivt",0.005,1000,"0.01",TRUE,0.00927792023505544,-0.00418987038215273,0.289969594171602
"bivt",0.005,1000,"0.05",TRUE,0.00762995882730029,-0.00374062386829663,0.267263974265965
"bivt",0.005,1000,"0.1",TRUE,0.00644830309098961,-0.00342005951215648,0.267263974265965
"bivt",0.005,1000,"0.01",TRUE,0.0105863144271169,-0.0042810658485051,0.267263974265965
"bivt",0.005,1000,"0.05",TRUE,0.00616437290669973,-0.00337371568022981,0.260144706231725
"bivt",0.005,1000,"0.1",TRUE,0.00536874263887266,-0.00305154898579501,0.260144706231725
"bivt",0.005,1000,"0.01",TRUE,0.00779627165412262,-0.00395703222697772,0.260144706231725
"bivt",0.005,1000,"0.05",TRUE,0.00547476287853515,-0.00343613999079764,0.443554149837915
"bivt",0.005,1000,"0.1",TRUE,0.00478743686051451,-0.00304836958896183,0.443554149837915
"bivt",0.005,1000,"0.01",TRUE,0.00682823355556491,-0.00401091177612918,0.443554149837915
