"dist","p","n","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","b_marg","B_marg1","B_marg2","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"t4copula_beta23beta27margs",0.005,1000,"0.05",TRUE,0.0149251980282323,-0.00401874267092375,0.00944775066789854,-0.00354399552619968,0.358031493607021,0.284861354369163,0.036585069618929,0.0232929922807543,0.0232929922807543,-0.090092349294463,-0.709615598202345,0.0036,0.7464,FALSE,0.231445155345485,0.383839562028676,0.23063213716718,0.434610139861114
"t4copula_beta23beta27margs",0.005,1000,"0.1",TRUE,0.0125764032373073,-0.00383442437501504,0.0077446407935946,-0.00327050124952613,0.358031493607021,0.284861354369163,0.036585069618929,0.0232929922807543,0.0232929922807543,-0.090092349294463,-0.709615598202345,0.0036,0.7464,FALSE,0.206152456146519,0.34666295800824,0.206464910643986,0.392516174904798
"t4copula_beta23beta27margs",0.005,1000,"0.01",TRUE,0.0168588877814779,-0.00442113811759905,0.0108498680965121,-0.00414107597924217,0.358031493607021,0.284861354369163,0.036585069618929,0.0232929922807543,0.0232929922807543,-0.090092349294463,-0.709615598202345,0.0036,0.7464,FALSE,0.264231300667497,0.435349463972813,0.263187843167846,0.4929332724998
"t4copula_beta23beta27margs",0.005,1000,"0.05",TRUE,0.023644123533497,-0.0046193882839639,0.008797706588611,-0.00438356716350139,0.197308281612975,0.445584566363209,0.284861354369163,0.0232929922807543,-0.181365606175397,-0.342576174492843,-0.658195593646759,0.0036,0.9934,FALSE,0.268842609049458,0.506039164936613,0.268896618638858,0.583041544311771
"t4copula_beta23beta27margs",0.005,1000,"0.1",TRUE,0.0204651551776192,-0.00460576747291671,0.00726641614512486,-0.00436150710902731,0.197308281612975,0.445584566363209,0.284861354369163,0.0232929922807543,-0.181365606175397,-0.342576174492843,-0.658195593646759,0.0036,0.9934,FALSE,0.254298929102449,0.471410432788115,0.254435834117246,0.543143467505903
"t4copula_beta23beta27margs",0.005,1000,"0.01",TRUE,0.0365675183591278,-0.00469950083607684,0.0150228302068744,-0.00451331621130379,0.197308281612975,0.445584566363209,0.284861354369163,0.0232929922807543,-0.181365606175397,-0.342576174492843,-0.658195593646759,0.0036,0.9934,FALSE,0.284679329178794,0.544853419153075,0.284122514898663,0.627762040841937
"t4copula_beta23beta27margs",0.005,1000,"0.05",TRUE,0.0231455411076692,-0.00479373683995747,0.0109214337447547,-0.00445896060155842,0.679477917595113,0.284861354369163,0.284861354369163,-0.181365606175397,0.12562229150883,-0.439293436773251,-0.11350500265552,0.0015,0.779,FALSE,0.423783044915019,0.699928748368671,0.410666707793043,0.770401171015764
"t4copula_beta23beta27margs",0.005,1000,"0.1",TRUE,0.0191308273140951,-0.00478663557491984,0.00865038130969865,-0.00444033360019113,0.679477917595113,0.284861354369163,0.284861354369163,-0.181365606175397,0.12562229150883,-0.439293436773251,-0.11350500265552,0.0015,0.779,FALSE,0.403725008122144,0.652080784833613,0.391883642890064,0.717735628667284
"t4copula_beta23beta27margs",0.005,1000,"0.01",TRUE,0.0271342497016875,-0.00480595047840128,0.0131777754993459,-0.00449099763422611,0.679477917595113,0.284861354369163,0.284861354369163,-0.181365606175397,0.12562229150883,-0.439293436773251,-0.11350500265552,0.0015,0.779,FALSE,0.441807924293408,0.737662556399433,0.429322831257614,0.811934212716847
"t4copula_beta23beta27margs",0.005,1000,"0.05",TRUE,0.019159289470417,-0.0045710487270342,0.00866648184705835,-0.00404189307007587,0.679477917595113,0.445584566363209,0.124138142375117,-0.0790363069473212,0.0232929922807543,-0.721119720181703,-0.354309861985159,0.0039,0.9568,FALSE,0.321601366434985,0.549713796987018,0.298781657658632,0.599696110427164
