"dist","p","n","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","xi_hat","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"t4copula_loggamma",0.005,1000,"0.05",TRUE,0.0190746558501404,-0.00365636071246357,0.00618002464743125,-0.00336328677391748,0.197308281612975,0.767030990351301,0.238859971783868,FALSE,4.22127981334499,4.47094094666602,0.681719478252617,0.681719478252617
"t4copula_loggamma",0.005,1000,"0.1",TRUE,0.017201479704184,-0.00337672379713756,0.00531014074914697,-0.00302265559257255,0.197308281612975,0.767030990351301,0.238859971783868,FALSE,3.76394461071351,3.98655735348824,0.607861707739784,0.607861707739784
"t4copula_loggamma",0.005,1000,"0.01",TRUE,0.0227450347602552,-0.00412964832589765,0.00788451118031999,-0.00393980764810901,0.197308281612975,0.767030990351301,0.238859971783868,FALSE,5.28932866437187,5.60215791219377,0.854205012892736,0.854205012892736
"t4copula_loggamma",0.005,1000,"0.05",TRUE,0.010747058916444,-0.00422858806578422,0.00684365472592619,-0.00347812191389108,0.679477917595113,0.284861354369163,0.23029139957881,FALSE,4.71168317123437,5.01678794153428,0.770060019506537,0.770060019506537
"t4copula_loggamma",0.005,1000,"0.1",TRUE,0.00936653791589611,-0.00405886010893092,0.00580533930720979,-0.00314327454288473,0.679477917595113,0.284861354369163,0.23029139957881,FALSE,4.19013509426761,4.46146704911278,0.684820136490931,0.684820136490931
"t4copula_loggamma",0.005,1000,"0.01",TRUE,0.0134647529676073,-0.00449864728386422,0.00888768276719231,-0.0040109075602079,0.679477917595113,0.284861354369163,0.23029139957881,FALSE,5.86249277666664,6.24211815617643,0.958144072487401,0.958144072487401
"t4copula_loggamma",0.005,1000,"0.05",TRUE,0.0124131000218553,-0.0043060213474979,0.0061522160987503,-0.00339216741656488,0.840201129589159,0.445584566363209,0.234263493823716,FALSE,5.11247504842832,5.66173093122442,0.841680732573914,0.841680732573914
"t4copula_loggamma",0.005,1000,"0.1",TRUE,0.0110225289913712,-0.0041693978320488,0.0052616251865545,-0.00307563355920412,0.840201129589159,0.445584566363209,0.234263493823716,FALSE,4.6254927136872,5.12242992311266,0.76150750055365,0.76150750055365
"t4copula_loggamma",0.005,1000,"0.01",TRUE,0.0149295012029957,-0.00455050418042335,0.00776384468458544,-0.00395859329069055,0.840201129589159,0.445584566363209,0.234263493823716,FALSE,6.2868149302752,6.96223535810997,1.03501551517545,1.03501551517545
"t4copula_loggamma",0.005,1000,"0.05",TRUE,0.0118639680007283,-0.0039882065372132,0.00768370273899991,-0.00376751464625354,0.197308281612975,0.284861354369163,0.336810482303456,FALSE,7.54470711453712,8.00686089141848,1.04879603578138,1.04879603578138
