"dist","p","n","alpha","sim","w","g","raw_lo","raw_hi","status","eta_hat","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"karachiBetaKDE",5e-04,10000,"0.05",1,0.97891796945672,1.93126570839711,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.977147923248112,1.95079110989341,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.975392157375374,1.94828655819375,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.973728307066674,1.91057742778155,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.972148603393168,1.87331532189383,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.970556154699355,1.82380577213486,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.968823546619977,1.830000047512,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.966856602335362,1.74801024935794,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.964584553599988,1.67527966858758,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.961904962533908,1.65837210257229,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.958671657270623,1.57743586507729,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.954760748875313,1.57016889152314,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.950123279437843,1.5295760146856,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.944774242698295,1.41673381446841,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.938744520641643,1.34238693336366,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.932033249415245,1.22787965942489,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.924586215878857,1.06972652980368,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.916299600528128,0.991212054827913,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.907026985009363,0.856883290416859,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.896586843613339,0.781676346957657,-1.01243561510578,0.774833187055864,"escaped_inner",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
"karachiBetaKDE",5e-04,10000,"0.05",1,0.884771092114384,0.654297339403871,-1.01243561510578,0.774833187055864,"covered",0.140056762525219,-0.130166480937207,-0.787845292668274,0.0027,0.9004
