"dist","p","n","method","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","b_marg","B_marg1","B_marg2","eta_hat","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","n_truth_pts","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"karachiBetaKDE",0.005,1000,"percoord_full","0.1",TRUE,0.235837645140666,-0.00497459512565878,0.0250004392791646,-0.00432407326318974,2.60815646152367,1.40992383832749,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,50,FALSE,12.9358382559213,32.0700990912675,0.160881661878274,0.491174613700585
"karachiBetaKDE",0.005,1000,"percoord_full","0.01",TRUE,0.417072808233754,-0.00498004691138893,0.047576372134047,-0.00446912447221658,2.60815646152367,1.40992383832749,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,50,FALSE,13.1522427128483,32.2609971805686,0.163643606164248,0.500506184757472
"karachiBetaKDE",0.005,1000,"percoord_interior","0.05",TRUE,0.309969805395914,-0.00497585308073937,0.0342348651143445,-0.00435754264631897,2.60815646152367,1.40992383832749,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,12.9572598768886,32.132201808862,0.161440844959638,0.492417048966331
"karachiBetaKDE",0.005,1000,"percoord_interior","0.1",TRUE,0.235837645140666,-0.00497459512565878,0.0250004392791646,-0.00432407326318974,2.60815646152367,1.40992383832749,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,12.9358382559213,32.0700990912675,0.160881661878274,0.491174613700585
"karachiBetaKDE",0.005,1000,"percoord_interior","0.01",TRUE,0.417072808233754,-0.00498004691138893,0.047576372134047,-0.00446912447221658,2.60815646152367,1.40992383832749,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,13.1522427128483,32.2609971805686,0.163643606164248,0.500506184757472
"karachiBetaKDE",0.005,1000,"hrv_interior","0.05",TRUE,0.17536802224355,-0.00498870820174054,0.0213854186303438,-0.00458566836566082,2.92960288551176,1.24920062633344,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,13.3453854823013,31.4677894014921,0.16623353567253,0.587293446478562
"karachiBetaKDE",0.005,1000,"hrv_interior","0.1",TRUE,0.162362275735397,-0.00498492998336337,0.0194828526325065,-0.00444703363635275,2.92960288551176,1.24920062633344,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,12.8278710600635,30.888193904424,0.159835641610236,0.576476269819167
"karachiBetaKDE",0.005,1000,"hrv_interior","0.01",TRUE,0.244481418172196,-0.00498942664142621,0.0314957800007183,-0.00461203017998821,2.92960288551176,1.24920062633344,0.672987172335219,0.0232929922807543,-0.0790363069473212,0.184458407943151,-0.263065848189938,-0.469421023464575,0.0026,0.000935299999999995,20,FALSE,13.3799422469582,31.599455006266,0.167524868445412,0.589750763890463
"karachiBetaKDE",0.005,1000,"percoord_full","0.05",FALSE,0.201674593624322,-0.0049661558282782,0.0366708989785298,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,50,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"percoord_full","0.1",FALSE,0.167918105945975,-0.0049661558282782,0.0298647252575775,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,50,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"percoord_full","0.01",FALSE,0.277018377511286,-0.0049661558282782,0.0518621382690295,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,50,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"percoord_interior","0.05",TRUE,0.201674593624322,-0.0049661558282782,0.0366708989785298,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"percoord_interior","0.1",TRUE,0.167918105945975,-0.0049661558282782,0.0298647252575775,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"percoord_interior","0.01",TRUE,0.277018377511286,-0.0049661558282782,0.0518621382690295,-0.00434668123418695,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,10.7769638909917,29.1932836972548,0.137902423543576,0.492850634464542
"karachiBetaKDE",0.005,1000,"hrv_interior","0.05",TRUE,0.154734054352484,-0.00497362016628253,0.0272064823045093,-0.00449077080247921,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,9.71391309422792,27.5061602140217,0.125525483779478,0.524812232436744
"karachiBetaKDE",0.005,1000,"hrv_interior","0.1",TRUE,0.145208480324713,-0.00497362016628253,0.0252858822633388,-0.00449077080247921,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,9.71391309422792,27.5061602140217,0.125525483779478,0.524812232436744
"karachiBetaKDE",0.005,1000,"hrv_interior","0.01",TRUE,0.186935821855285,-0.00497362016628253,0.0336991845617518,-0.00449077080247921,2.12598682554153,0.767030990351301,0.834311535570395,-0.0790363069473212,-0.0790363069473212,0.148791113490056,-0.19301957090543,-0.544119449846828,0.0028,0.000910899999999996,20,FALSE,9.71391309422792,27.5061602140217,0.125525483779478,0.524812232436744
"karachiBetaKDE",0.005,1000,"percoord_full","0.05",TRUE,0.351593876993127,-0.00495350595535426,0.0340287119377962,-0.00436967172730426,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,50,FALSE,12.3873700262798,31.4577256078932,0.154579212611618,0.487106011465881
"karachiBetaKDE",0.005,1000,"percoord_full","0.1",TRUE,0.250202979734971,-0.00494939934834489,0.022931616958009,-0.00431399770447873,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,50,FALSE,12.2487411412516,31.2870675002098,0.152398828933056,0.48373072567853
"karachiBetaKDE",0.005,1000,"percoord_full","0.01",TRUE,0.557204780392526,-0.00495604511918415,0.0565325439937792,-0.00440409563606889,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,50,FALSE,12.4812454021934,31.5270817698351,0.156270561012844,0.49207574102874
"karachiBetaKDE",0.005,1000,"percoord_interior","0.05",TRUE,0.351593876993127,-0.00495350595535426,0.0340287119377962,-0.00436967172730426,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,12.3873700262798,31.4577256078932,0.154579212611618,0.487106011465881
"karachiBetaKDE",0.005,1000,"percoord_interior","0.1",TRUE,0.250202979734971,-0.00494939934834489,0.022931616958009,-0.00431399770447873,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,12.2487411412516,31.2870675002098,0.152398828933056,0.48373072567853
"karachiBetaKDE",0.005,1000,"percoord_interior","0.01",TRUE,0.557204780392526,-0.00495604511918415,0.0565325439937792,-0.00440409563606889,1.96526361354748,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,12.4812454021934,31.5270817698351,0.156270561012844,0.49207574102874
"karachiBetaKDE",0.005,1000,"hrv_interior","0.05",TRUE,0.277724088906847,-0.00497797205342153,0.0259437647019214,-0.00451633229964477,2.44743324952962,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,13.6436203999722,31.6472061687564,0.170322292695558,0.581425677856724
