"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","xi_hat","xi_marg_hat","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00925882898753894,-0.0040353914814521,0.247561387551307,0.336833857218011,FALSE,2.96994688853682,4.98184974659593,0.731346208119515,1.03804507763211
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00786728585060368,-0.00373407975000208,0.247561387551307,0.336833857218011,FALSE,2.49176811578466,4.13226130598504,0.613676232896657,0.86102024877374
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0124555520932118,-0.00446569250696266,0.247561387551307,0.336833857218011,FALSE,4.08536475636922,7.04313822119288,1.00569924395388,1.46754625961722
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00780312915750707,-0.00372621704132262,0.334322235412349,0.298497461026881,FALSE,3.80942489914204,4.24707427846659,0.849320372364897,0.849328447204567
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0064622606394876,-0.00339349620803424,0.334322235412349,0.298497461026881,FALSE,3.15749812176716,3.51982135355774,0.703886167670348,0.703892658485368
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0110630846276442,-0.00419606018240241,0.334322235412349,0.298497461026881,FALSE,5.22569347246446,5.82757002046046,1.16538364736803,1.16539543976156
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00691836459288028,-0.00371763272068385,0.32346797841246,0.271545092477971,FALSE,3.4555631500428,3.84118183339012,0.79777257032196,0.797899294262139
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00589708235413573,-0.00343598963642257,0.32346797841246,0.271545092477971,FALSE,2.94106311052944,3.26926688930598,0.678994609908468,0.679099781493445
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00858406434817988,-0.00417281760748164,0.32346797841246,0.271545092477971,FALSE,4.61581403649846,5.13090927767089,1.06562404721713,1.06580450214289
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00635704021568143,-0.0036850459222376,0.387561103989778,0.346761463208684,FALSE,4.74005703011159,4.99983585272793,0.950428263458632,0.950428340440838
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00566912396228533,-0.00333955694434948,0.387561103989778,0.346761463208684,FALSE,3.92765156484454,4.14290631350956,0.787532907546699,0.78753296870742
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00807162890343452,-0.00416721872185186,0.387561103989778,0.346761463208684,FALSE,6.55333751468314,6.91249382741662,1.31400903020304,1.31400914554462
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00735603351578282,-0.00378187325624308,0.34380243123806,0.285792012281918,FALSE,4.07729592243767,4.72694616576687,0.892245668797661,0.89228924746906
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00644217001195095,-0.00347635321640718,0.34380243123806,0.285792012281918,FALSE,3.43779357265695,3.98554960344496,0.752302864629443,0.75233838755419
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00941046248376228,-0.0042431593772543,0.34380243123806,0.285792012281918,FALSE,5.56971798315095,6.45716120838983,1.21883186347226,1.21889594536684
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00734855110543857,-0.00379691203486138,0.328456405037031,0.331019004566719,FALSE,3.51275190352043,3.94075987883868,0.853564512624452,0.861123340438498
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00633552463935834,-0.00346423051338891,0.328456405037031,0.331019004566719,FALSE,2.91911366868185,3.27407612884035,0.709341976998736,0.715407587591517
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00934218631447688,-0.00423955900195363,0.328456405037031,0.331019004566719,FALSE,4.72836166416886,5.30684557979905,1.14886067110169,1.15974874298519
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0064847479371453,-0.00373021247249262,0.347777236016715,0.289129265707335,FALSE,4.15926870020971,4.87555159561596,0.86179512922511,0.861826320788515
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0056873147481621,-0.00340657036426592,0.347777236016715,0.289129265707335,FALSE,3.47750899140882,4.07638355054505,0.720536287210308,0.720561472603024
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00807885601244945,-0.00416325919275534,0.347777236016715,0.289129265707335,FALSE,5.53243795579642,6.48519935768293,1.14631125307078,1.14635552355503
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00861709239909208,-0.00368786978458424,0.30268746982217,0.446689337604159,FALSE,3.19328008232909,6.52332695942757,0.760791239512486,1.17850167352749
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00719189808181422,-0.00333652961731298,0.30268746982217,0.446689337604159,FALSE,2.65175944142916,5.33246754711093,0.631775259394684,0.963361482168095
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0123061431997322,-0.00414389390065562,0.30268746982217,0.446689337604159,FALSE,4.27844746937901,8.99703309578965,1.01932973917065,1.6254004476729
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0071367282297059,-0.00388393846497598,0.303656777907833,0.342281230949379,FALSE,4.01861694846718,4.87184012197416,0.812834601117637,0.932584334601655
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00627751247681716,-0.00356779202707838,0.303656777907833,0.342281230949379,FALSE,3.36487436598982,4.05949215336856,0.680603882971178,0.777081902091601
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00879301988406973,-0.00435706952569872,0.303656777907833,0.342281230949379,FALSE,5.58374144051221,6.85053052704573,1.12940804282384,1.31135203399172
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00861371881028431,-0.00408792471800367,0.269787437235684,0.389450122143855,FALSE,3.42870732193465,6.35418802858331,0.819342740527086,1.26290625673043
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00745171012165267,-0.00377105196025601,0.269787437235684,0.389450122143855,FALSE,2.83899778404071,5.16360761837394,0.678422509130342,1.02627626680403
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0113970712626119,-0.00455964836852557,0.269787437235684,0.389450122143855,FALSE,5.02257530472539,9.79240648932496,1.20022219155584,1.94625833673565
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00736225754069474,-0.0037703687907267,0.28619811362813,0.25053839914558,FALSE,2.88260593478128,3.12308251388302,0.721753842269312,0.722230224675125
"gauss_copula_t4",0.005,1000,"0.1",FALSE,0.00636344862530931,-0.0034556922525827,0.28619811362813,0.25053839914558,FALSE,2.43097763185818,2.63377787511327,0.60868479006423,0.609075801882132
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00898188381144974,-0.00430774439055223,0.28619811362813,0.25053839914558,FALSE,4.0471251916314,4.39319294052096,1.01522614129802,1.01595033444345
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00894675935568573,-0.00392216879232099,0.28726703104883,0.342107229845063,FALSE,3.56499496809469,5.0707037430727,0.809192778146435,0.986361451684057
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00775515540281791,-0.00359252146320603,0.28726703104883,0.342107229845063,FALSE,2.97452809603908,4.20023007386728,0.675166909632632,0.81703551281745
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0112244622500895,-0.00440843391598751,0.28726703104883,0.342107229845063,FALSE,4.99217247683109,7.23300699828855,1.13313764241756,1.40697616038393
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00717970434992793,-0.00381129364916345,0.271359906108666,0.322968179337806,FALSE,2.76322502133181,3.86145698242721,0.691358326414826,0.840271087188991
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00624599049583179,-0.00349933584284115,0.271359906108666,0.322968179337806,FALSE,2.3328577671572,3.24162072390926,0.58368051713502,0.70539182032308
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00913412186975094,-0.00429624529562191,0.271359906108666,0.322968179337806,FALSE,3.78966505353579,5.37143872235593,0.948173456660526,1.168850171203
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00765597760413545,-0.00376192578451739,0.310978353597165,0.316084456366429,FALSE,3.83178043000954,4.21376326326438,0.794396248437911,0.808981148702199
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00669379355157097,-0.00349835627004662,0.310978353597165,0.316084456366429,FALSE,3.3080978318368,3.63625701557942,0.685827896569674,0.698107190163398
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0100673671631463,-0.00420604511525431,0.310978353597165,0.316084456366429,FALSE,5.12567784783127,5.64289862841602,1.06264278578954,1.08335885267248
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00661787028055173,-0.0036817770239441,0.385561948829465,0.364852865810971,FALSE,5.44053693864924,5.71750979256026,0.949510824347905,0.949510830273086
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00589287949318157,-0.00338203137219342,0.385561948829465,0.364852865810971,FALSE,4.60872096545057,4.84334681453032,0.804337971306694,0.804337976149908
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00803594169971867,-0.00424131057683485,0.385561948829465,0.364852865810971,FALSE,7.89255486294076,8.29646279416993,1.37779934051046,1.37779935003741
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00774398120223659,-0.00403623940823883,0.31742229057412,0.31473701692568,FALSE,4.45057681570265,4.69386718585009,0.943333026855545,0.943333182820818
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00675434645158529,-0.00376583004855678,0.31742229057412,0.31473701692568,FALSE,3.7587648894995,3.96445154776775,0.796698321834718,0.796698449103591
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00994372444438075,-0.00447460576331411,0.31742229057412,0.31473701692568,FALSE,6.31304284970175,6.65716085961261,1.33809660536547,1.33809684706074
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00877474098016055,-0.00390918348918841,0.270923083784665,0.260721994069306,FALSE,3.27000582671006,3.51256846817604,0.750585422555065,0.750652930905677
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00731709568276355,-0.00358702239816554,0.270923083784665,0.260721994069306,FALSE,2.7243987053081,2.92458731681038,0.624943839930852,0.624998504923465
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0116365211993336,-0.00440777340790293,0.270923083784665,0.260721994069306,FALSE,4.6166691724078,4.96186420333977,1.06027176240368,1.06037446408449
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0063819806643876,-0.00368397436532945,0.288221905910684,0.319240019486727,FALSE,3.05581047178889,3.74635886745602,0.68029015572184,0.762271717529316
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00560842374659636,-0.00336183552033813,0.288221905910684,0.319240019486727,FALSE,2.57898056863991,3.15236340379185,0.574267223195115,0.641411448048678
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00759707349875575,-0.00410882847376082,0.288221905910684,0.319240019486727,FALSE,3.94444925817846,4.86418379346818,0.877731023932311,0.98971557872753
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00557572778236974,-0.00338932779798925,0.305725989665873,0.268902903166717,FALSE,2.70953585325194,2.92989669021851,0.618461598735534,0.61855069997392
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0049602404883053,-0.00309191656838755,0.305725989665873,0.268902903166717,FALSE,2.33277816506102,2.52209883264424,0.532382605093701,0.532457681372769
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0071256245917751,-0.00392229295524368,0.305725989665873,0.268902903166717,FALSE,3.66025624691488,3.95952557058368,0.835795878383291,0.835922755032879
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00556496704258802,-0.0035728386972839,0.310069635546857,0.314067499507499,FALSE,3.01499038188258,3.23584084963315,0.682161851346082,0.691942199321163
