"dist","p","n","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","xi_hat","xi_marg_hat","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.025704440421773,-0.00464546821722074,0.00925882898753894,-0.0040353914814521,1.00092434158321,0.767030990351301,0.247561387551307,0.336833857218011,FALSE,5.22996575961366,9.09896149733558,1.28735899923848,1.89590868338154
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0227079423657478,-0.00453472423842601,0.00786728585060368,-0.00373407975000208,1.00092434158321,0.767030990351301,0.247561387551307,0.336833857218011,FALSE,4.65341018281274,7.98333687968944,1.14562226822162,1.66345112208634
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0325881469469594,-0.00480362086336952,0.0124555520932118,-0.00446569250696266,1.00092434158321,0.767030990351301,0.247561387551307,0.336833857218011,FALSE,6.59087844580279,11.8470937189857,1.62174455252951,2.4685243322809
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00823907705064214,-0.00401002506966323,0.0066935182964591,-0.00358383029742648,0.358031493607021,0.124138142375117,0.277383038812972,0.304805438080789,FALSE,3.09817220526794,3.61225097538161,0.803797046179651,0.895070157099077
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00732050822927142,-0.00381078367941785,0.00588218520441894,-0.00329881336243385,0.358031493607021,0.124138142375117,0.277383038812972,0.304805438080789,FALSE,2.73927096210802,3.18638875965275,0.710703482674191,0.789546880080727
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0107491286719874,-0.00436927482003955,0.00891054101239183,-0.00409774089914948,0.358031493607021,0.124138142375117,0.277383038812972,0.304805438080789,FALSE,4.04116478671003,4.74070950247816,1.04842594338802,1.17468792397403
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0136013963269656,-0.0044151755468864,0.00691326020734121,-0.00364505945836305,0.840201129589159,0.445584566363209,0.245219971119714,0.292685081468827,FALSE,4.52910330961348,5.5703162860655,0.967964918913411,1.19321458057008
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0122369988311617,-0.00428131460696076,0.00603943212970416,-0.00333492602690128,0.840201129589159,0.445584566363209,0.245219971119714,0.292685081468827,FALSE,4.07484810311578,4.98655153563955,0.870880423880628,1.0681579252127
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0169087867769789,-0.00463779408161599,0.00903147769734568,-0.00416082940679636,0.840201129589159,0.445584566363209,0.245219971119714,0.292685081468827,FALSE,5.64974534948495,7.03572646883574,1.20747174148058,1.50714988411471
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.016401487337576,-0.00463843206064744,0.00870657788238482,-0.00401624753752912,1.00092434158321,0.445584566363209,0.285713289074256,0.384749204114663,FALSE,6.36863084109127,12.1553396098035,1.45799509751284,2.17581907092678
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0145088482676915,-0.00452771548171305,0.00749443760421499,-0.00371501035549886,1.00092434158321,0.445584566363209,0.285713289074256,0.384749204114663,FALSE,5.61148741789407,10.5404288926006,1.28465949676869,1.88674828811623
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0199049332673529,-0.0047840462393787,0.010950359061504,-0.00441243395592137,1.00092434158321,0.445584566363209,0.285713289074256,0.384749204114663,FALSE,7.958618152593,15.7024464761117,1.82199655575025,2.81075507552053
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00774432119841487,-0.00451716823505469,0.00625652132241254,-0.00368631345308259,1.00092434158321,0.124138142375117,0.274138366342579,0.229831757607024,FALSE,4.43092250825018,4.7478680854353,1.11950583681472,1.12425132162349
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0068617087891819,-0.00439435553835104,0.00547694701246871,-0.00335216520691551,1.00092434158321,0.124138142375117,0.274138366342579,0.229831757607024,FALSE,3.91994969773674,4.20011452549924,0.990458742288887,0.994548336491478
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.00953827619278231,-0.00469633284229235,0.00784104609475249,-0.0041737837301024,1.00092434158321,0.124138142375117,0.274138366342579,0.229831757607024,FALSE,5.55246132470515,5.95034525938009,1.40270376131781,1.40898681295135
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0172279540390909,-0.00417094828632767,0.00712225366551543,-0.00360724756174285,0.518754705601067,0.606307778357255,0.402737716216905,0.327623859147299,FALSE,8.14941936540288,8.6690772054826,1.51366788986498,1.51366947635893
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0152041135745434,-0.00398537706256728,0.00601853051372944,-0.00329550009159072,0.518754705601067,0.606307778357255,0.402737716216905,0.327623859147299,FALSE,7.1663547095789,7.62332621179885,1.33107414823265,1.33107549069103
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0207502078829667,-0.00447403623145797,0.00904315266029961,-0.00411641540691471,0.518754705601067,0.606307778357255,0.402737716216905,0.327623859147299,FALSE,10.5521443236531,11.2250149027161,1.9599482727934,1.95995052612663
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.00936219184834784,-0.00485283276420331,0.00936219184834784,-0.00376656723848657,2.12598682554153,0,0.256806225311579,0.178001857020993,FALSE,5.73834840373262,7.23143976349343,1.50073090571267,1.71028819191867
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.00770436355099817,-0.00482338121111533,0.00770436355099817,-0.00351972893742371,2.12598682554153,0,0.256806225311579,0.178001857020993,FALSE,5.28673073954307,6.64971127198187,1.38262086105693,1.57270516486563
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0120501871672636,-0.00490882318613622,0.0120501871672636,-0.00423583215583822,2.12598682554153,0,0.256806225311579,0.178001857020993,FALSE,6.89032337199238,8.73837454179421,1.80200303417915,2.06668924804253
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0163512583758342,-0.0045147732796488,0.0086744087548281,-0.00404272169026306,0.679477917595113,0.445584566363209,0.320446587868253,0.366929396760744,FALSE,6.19094887659972,8.2922805030275,1.48362323374363,1.76642997770566
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0146541758860615,-0.00435975282566513,0.00758751264560021,-0.0037368899791472,0.679477917595113,0.445584566363209,0.320446587868253,0.366929396760744,FALSE,5.37141129863279,7.13863827898621,1.28722603829871,1.52067994460565
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0200224756472003,-0.00476807131174801,0.0110256390529572,-0.00454244007315039,0.679477917595113,0.445584566363209,0.320446587868253,0.366929396760744,FALSE,8.67240800770523,11.8851297225005,2.07828982155927,2.53178235143885
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0138197740533005,-0.00450781796688077,0.00705312017438806,-0.00385969646619925,0.840201129589159,0.445584566363209,0.276376081725687,0.233005579709628,FALSE,4.80285970876004,5.07186059491478,1.20072264995015,1.20460009032521
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0126363271742796,-0.00437298606043575,0.006295181879675,-0.00354731346754738,0.840201129589159,0.445584566363209,0.276376081725687,0.233005579709628,FALSE,4.26383452492918,4.50177409082962,1.06586525803466,1.06920081397233
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.017266327203268,-0.00471779049500399,0.00926046438512734,-0.00434616773030161,0.840201129589159,0.445584566363209,0.276376081725687,0.233005579709628,FALSE,6.1829334780054,6.53221468394316,1.54608638520503,1.55144374555386
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0120227547006053,-0.00471093473821399,0.00780312915750707,-0.00372621704132262,1.48309397756534,0.284861354369163,0.334322235412349,0.298497461026881,FALSE,8.64835271181989,9.64872579005507,1.92952557289854,1.92954885068055
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0102399658536595,-0.00463542891194982,0.0064622606394876,-0.00339349620803424,1.48309397756534,0.284861354369163,0.334322235412349,0.298497461026881,FALSE,7.66907056909712,8.5554894110437,1.71090381401078,1.71092381722611
"gauss_copula_t4",0.005,1000,"0.01",TRUE,0.0163571187158665,-0.00481755834284724,0.0110630846276442,-0.00419606018240241,1.48309397756534,0.284861354369163,0.334322235412349,0.298497461026881,FALSE,10.797331472045,12.0482784552275,2.40937962167266,2.40941056382024
"gauss_copula_t4",0.005,1000,"0.05",TRUE,0.0140174229232957,-0.00439746667378732,0.00717970434992793,-0.00381129364916345,0.679477917595113,0.445584566363209,0.271359906108666,0.322968179337806,FALSE,4.31577804244604,6.11693210319567,1.07980682249162,1.33107301518679
"gauss_copula_t4",0.005,1000,"0.1",TRUE,0.0125595196160786,-0.00423934101512561,0.00624599049583179,-0.00349933584284115,0.679477917595113,0.445584566363209,0.271359906108666,0.322968179337806,FALSE,3.81999920429385,5.3791224649919,0.955763032306292,1.17052218951313
