"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","beta_frac_pos","beta_frac_neg","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00740242501723674,-0.00365771323692013,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.358031493607021,0.606307778357255,-0.115095087195462,-0.177724947393007,0.0011,0.6752
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.014539373501125,-0.00446963128378956,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.358031493607021,0.606307778357255,-0.115095087195462,-0.177724947393007,0.0011,0.6752
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00793587463570406,-0.00392990725356323,0.358031493607021,-0.0790363069473212,0.227951590736905,0.358031493607021,0.767030990351301,0.109038059596569,0.295143484207636,2e-04,0.6204
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00614053510905923,-0.00333188793174396,0.358031493607021,-0.0790363069473212,0.227951590736905,0.358031493607021,0.767030990351301,0.109038059596569,0.295143484207636,2e-04,0.6204
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0108530186675311,-0.00448148167769142,0.358031493607021,-0.0790363069473212,0.227951590736905,0.358031493607021,0.767030990351301,0.109038059596569,0.295143484207636,2e-04,0.6204
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00734683704226748,-0.00385299460295974,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.036585069618929,0.927754202345347,0.241245507707121,0.264496228331067,0,0.4036
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00598659094348446,-0.00321230927319772,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.036585069618929,0.927754202345347,0.241245507707121,0.264496228331067,0,0.4036
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.01146379807331,-0.00447207518400541,0.124138142375117,0.0232929922807543,-0.0790363069473212,0.036585069618929,0.927754202345347,0.241245507707121,0.264496228331067,0,0.4036
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00873352708064399,-0.00445139136359133,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.767030990351301,0.03459752208995,-0.304534134383505,0.0019,0.8814
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00738144498413918,-0.00442604204198068,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.767030990351301,0.03459752208995,-0.304534134383505,0.0019,0.8814
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0125205880641649,-0.00447919462731045,0.284861354369163,0.0232929922807543,-0.181365606175397,0.036585069618929,0.767030990351301,0.03459752208995,-0.304534134383505,0.0019,0.8814
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.0110425196982548,-0.00363720580930251,0.284861354369163,-0.181365606175397,-0.181365606175397,0.197308281612975,0.767030990351301,0.308539197252146,-0.024836398991359,9e-04,0.4062
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00976650417240988,-0.00320314792625654,0.284861354369163,-0.181365606175397,-0.181365606175397,0.197308281612975,0.767030990351301,0.308539197252146,-0.024836398991359,9e-04,0.4062
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0124142421602155,-0.00447426358959918,0.284861354369163,-0.181365606175397,-0.181365606175397,0.197308281612975,0.767030990351301,0.308539197252146,-0.024836398991359,9e-04,0.4062
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00895150804498531,-0.00424260099037121,0.445584566363209,-0.0790363069473212,-0.283694905403472,0,0.927754202345347,-0.349904604891771,0.0674410659617192,0.0029,0.8306
"t50copula_t4t4margs",0.005,1000,"0.1",FALSE,0.00822777050234024,-0.00366218076090439,0.445584566363209,-0.0790363069473212,-0.283694905403472,0,0.927754202345347,-0.349904604891771,0.0674410659617192,0.0029,0.8306
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0101541695040109,-0.00447593002663651,0.445584566363209,-0.0790363069473212,-0.283694905403472,0,0.927754202345347,-0.349904604891771,0.0674410659617192,0.0029,0.8306
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00661376444633972,-0.00444291086625654,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.358031493607021,0.606307778357255,0.440523661124304,0.583578918484041,1e-04,0.8042
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00564949605957652,-0.00392911204747271,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.358031493607021,0.606307778357255,0.440523661124304,0.583578918484041,1e-04,0.8042
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00836150196276368,-0.00447514661858581,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.358031493607021,0.606307778357255,0.440523661124304,0.583578918484041,1e-04,0.8042
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00769419409244509,-0.00442417426148065,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.197308281612975,0.445584566363209,0.232631324843729,0.239477511659913,2e-04,0.4528
